0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0.055024948,0.05202859,0.053093627,0.056379516,0.056487117,0.057884697,0.05849352,0.054434225,0.05571622,0.056503642,0.055249143,0.05909855,0.0560921,0.05284598,0.054835096,0.05686864,0.05242562,0.056538846
0.05502002,0.052109603,0.05327151,0.056268286,0.056397602,0.05784957,0.05850698,0.05440523,0.055624228,0.056539178,0.055386394,0.059023824,0.055822685,0.05290726,0.05483517,0.05699168,0.05255091,0.056489717
0.05532028,0.052274562,0.053760108,0.056752875,0.056202758,0.05788644,0.058176138,0.054599576,0.055866502,0.056599237,0.054492835,0.05863079,0.05551884,0.052807257,0.0552133,0.05693439,0.052971482,0.05599248
0.055074427,0.052315682,0.053132396,0.05670175,0.056114737,0.058226377,0.05880227,0.054209348,0.05556091,0.057120644,0.05508533,0.05967926,0.056022942,0.05168458,0.05455431,0.057231188,0.052182388,0.05630144
0.05596329,0.05317831,0.052910652,0.056251258,0.056024905,0.057749026,0.057674486,0.053616453,0.055497885,0.057057656,0.055228252,0.059084985,0.05502715,0.051996406,0.055573005,0.05790428,0.052708715,0.056553304
0.054662667,0.053286295,0.052938875,0.055399965,0.056063775,0.05701877,0.058169924,0.055022907,0.055865645,0.056953624,0.056055285,0.058639586,0.055900745,0.052687928,0.053926583,0.057411402,0.05246209,0.057534024
0.05366886,0.05201808,0.053462762,0.055930067,0.055261694,0.057386275,0.058547895,0.055103626,0.055012416,0.058363,0.056609698,0.06037174,0.05580381,0.053060576,0.05308924,0.05698654,0.05284943,0.056474324
0.055313807,0.052930918,0.05291419,0.056858532,0.055660818,0.059182137,0.057336595,0.055096183,0.056713797,0.058508493,0.05564705,0.05936611,0.054693475,0.052722983,0.054075,0.05402837,0.05211467,0.056836832
0.055003867,0.056080725,0.052198786,0.05587101,0.054506943,0.058025025,0.058636177,0.055075772,0.05630922,0.057300806,0.056107037,0.05949426,0.05584207,0.05244426,0.05338491,0.05594856,0.05181944,0.055951145
0.05358095,0.05445506,0.0514928,0.05648193,0.05400273,0.059089087,0.059031587,0.055314057,0.056273248,0.05772878,0.056116063,0.06042217,0.056693867,0.052016348,0.052242488,0.057053324,0.05149755,0.056508016
0.056207545,0.051729728,0.051160898,0.057918943,0.054354314,0.057638556,0.058193248,0.057762355,0.054853242,0.059041806,0.05670318,0.060017716,0.05441832,0.0513251,0.053063475,0.05721091,0.052697875,0.05570282
0.056370012,0.05220193,0.052332588,0.057302207,0.055588514,0.058484025,0.058733698,0.054775797,0.056069147,0.05827948,0.055539835,0.05907247,0.055211022,0.052489758,0.05302632,0.05639039,0.05119093,0.05694178
0.054964866,0.05401814,0.053045873,0.05618917,0.055819668,0.057773385,0.061110318,0.05564299,0.057587247,0.05755644,0.054416217,0.059060287,0.05467936,0.051633466,0.052089207,0.055870187,0.051747724,0.05679542
0.053617325,0.05453214,0.05163941,0.0560494,0.053741902,0.05779572,0.05670248,0.056086216,0.056334466,0.059375018,0.05554657,0.060409978,0.057373602,0.05246293,0.05306427,0.056419604,0.052764967,0.056084003
