0,1
"[array([-0.05,  0.4 ,  0.82, -0.34,  0.21, -0.58]), array([ 8.17,  8.61, 15.65, 12.01,  9.04, 15.89]), array([-0.41,  3.24,  6.65, -2.77,  1.63, -4.61])]","[array([-0.48, -0.25, -1.4 ,  0.36,  0.4 ,  0.41]), array([12.47,  6.93, 16.89, 13.88,  5.49, 10.78]), array([ -3.81,  -2.  , -10.67,   2.81,   3.2 ,   3.33])]"
"[array([ 0.13,  0.58,  0.17,  0.14, -0.33,  0.3 ]), array([ 8.51,  8.73, 21.28, 11.52,  7.05, 15.24]), array([ 0.99,  4.73,  1.15,  1.09, -2.63,  2.37])]","[array([ 0.67, -0.36,  0.29,  0.48,  0.05,  0.11]), array([13.62,  7.67, 24.74, 15.83,  4.97,  9.96]), array([ 5.42, -2.84,  2.12,  3.85,  0.41,  0.82])]"
"[array([ 0.12,  0.62, -0.54, -0.27, -0.04, -0.56]), array([ 7.18, 11.05, 14.52, 11.51,  7.31, 14.61]), array([ 0.92,  5.05, -4.33, -2.17, -0.33, -4.44])]","[array([-0.02, -0.66,  0.37, -0.01,  0.23,  0.34]), array([12.  ,  7.41, 19.51, 13.22,  5.56, 12.42]), array([-0.2 , -5.13,  2.86, -0.19,  1.83,  2.71])]"
"[array([ 0.15,  0.29,  0.19,  0.24, -0.05, -0.57]), array([ 9.7 ,  8.82, 21.5 , 11.93, 10.54, 14.69]), array([ 1.19,  2.32,  1.32,  1.86, -0.44, -4.54])]","[array([ 0.53, -0.04, -0.12,  0.64,  0.03,  0.52]), array([11.12,  7.67, 20.5 , 12.45,  5.17, 11.22]), array([ 4.31, -0.33, -1.08,  5.18,  0.25,  4.17])]"
"[array([-0.22,  0.32,  0.3 ,  0.29,  0.01, -0.55]), array([ 7.31,  7.68, 11.49, 13.53,  7.97, 16.44]), array([-1.75,  2.56,  2.36,  2.26,  0.08, -4.42])]","[array([-0.17, -0.11,  0.41,  0.02,  0.12,  0.22]), array([11.59,  8.44, 21.57, 12.72,  5.88, 11.22]), array([-1.39, -0.87,  3.14,  0.12,  0.92,  1.7 ])]"
