0,1
"[array([-0.17,  0.2 , -0.08,  0.13,  0.28, -0.74]), array([ 8.34,  9.02, 15.13, 11.41,  8.46, 15.05]), array([-1.36,  1.56, -0.73,  0.97,  2.2 , -5.81])]","[array([ 0.57, -0.08,  0.5 ,  0.68, -0.17,  0.77]), array([12.58,  7.54, 19.35, 12.13,  6.05, 13.99]), array([ 4.58, -0.64,  3.96,  5.56, -1.36,  6.28])]"
"[array([ 0.06,  0.59, -1.05,  0.22,  0.18, -0.91]), array([ 7.39,  9.59, 19.7 , 11.97,  9.24, 15.82]), array([ 0.49,  4.81, -8.22,  1.69,  1.43, -7.08])]","[array([ 0.52, -0.13,  0.14,  0.92, -0.17,  0.16]), array([13.02,  8.21, 15.62, 13.13,  5.67, 10.18]), array([ 4.19, -1.09,  1.02,  7.54, -1.4 ,  1.22])]"
"[array([ 0.16,  0.12,  0.49, -0.44,  0.08, -0.55]), array([ 7.21,  7.94, 13.17, 13.41,  8.89, 15.06]), array([ 1.29,  0.9 ,  3.95, -3.5 ,  0.58, -4.39])]","[array([ 0.01, -0.01, -0.48,  0.51, -0.16,  0.26]), array([12.31,  7.54, 20.83, 11.03,  5.97,  8.31]), array([-0.01, -0.13, -3.9 ,  4.11, -1.28,  2.07])]"
"[array([-0.11,  0.45,  0.18, -0.55, -0.04, -0.59]), array([ 7.47,  8.63, 10.13, 11.89,  8.56, 18.19]), array([-0.86,  3.63,  1.42, -4.33, -0.32, -4.75])]","[array([ 0.21, -0.16, -0.19,  0.6 ,  0.38,  0.02]), array([12.98,  7.62, 20.02, 16.89,  5.76,  8.13]), array([ 1.67, -1.32, -1.65,  4.8 ,  3.05,  0.1 ])]"
"[array([-0.06,  0.4 ,  0.73,  0.27,  0.13, -0.36]), array([ 8.08,  8.38, 13.55, 10.46,  7.97, 15.09]), array([-0.5 ,  3.26,  5.93,  2.16,  1.04, -2.89])]","[array([ 0.84, -0.21, -0.11,  0.44,  0.13,  0.34]), array([12.87,  7.83, 17.53, 13.64,  5.6 , 12.61]), array([ 6.84, -1.68, -1.03,  3.49,  1.03,  2.69])]"
