Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Stock_6,Stock_7,Stock_8,Stock_9,Stock_10,Stock_11,Stock_12,Stock_13,Stock_14,Stock_15,Stock_16,Stock_17,Stock_18,Stock_19,Stock_20,Stock_21,Stock_22,Stock_23,Stock_24
0.09528290401072442,0.019781775347733455,0.014430431018333916,1.0452476814361375e-06,0.09497226662505066,0.0008972087978588237,0.00018581265780399643,0.0021784893117062195,0.09530057664951218,0.0003999322134155813,0.08245671515737295,0.0952997075033423,0.004704810352532958,0.012874977493090686,5.751702594859181e-06,0.09530376351880178,0.01678634260292304,0.08416968296365347,0.09509228832621035,0.0005065616786568694,0.0004094530564269235,0.09530577448444975,0.000149064248830027,0.09350466503129336
0.09428582572169102,0.02335698714793204,0.018408860763749,1.2086418635292227e-06,0.09378767413985484,0.0010428892805238316,0.0001658706363967128,0.0023609385298577323,0.0943079073274582,0.0003938823293490164,0.07825201648965273,0.09430496161426521,0.007930655370478695,0.012954965543194516,6.577260373624143e-06,0.09431184806209231,0.016059075468576114,0.08639777919309427,0.09413274982427752,0.00029135576978136076,0.00035770458649905215,0.09431411356288767,0.00013654842262848755,0.0924376043135225
0.09514896136292313,0.024088156113133075,0.01523415880755573,7.289736210258457e-07,0.09469895488441825,0.0005296234456977622,0.00014507709647707754,0.0016805735167343978,0.09516914570645316,0.0004083670514361518,0.0745310175155626,0.09516839120457303,0.007594109643532467,0.013982457207262915,9.661027833517629e-06,0.09517393934621789,0.015609316430373318,0.08629955063456445,0.09503728373877125,0.0002798748139557206,0.00033209144971239294,0.09517570363256916,0.00011339936340463924,0.09358945703321692
0.09602297368296797,0.026496060930342045,0.015508567062696887,8.014980800614428e-07,0.09550845771545882,0.0010027628354443005,0.0001777035743221942,0.0008152752595590704,0.096045701878524,0.0002866958632379781,0.07330179123514045,0.09603830519624229,0.006408844485513588,0.008878268657662322,9.122765646985066e-06,0.09604614842745432,0.019348996638187864,0.08076950342170265,0.09592164142570307,0.00025440980307721734,0.000364438314510795,0.09604862734651623,0.00015147454965218346,0.09459342743235667
0.0958836081002805,0.033128060943260165,0.00902034959200056,1.0117722328759679e-06,0.09545053528724577,0.0012819382839630688,0.00026165744674452537,0.0008115613715399183,0.09589882469736477,0.00036180860723098525,0.0748507897473907,0.09588492283256052,0.005628168822759964,0.008194777747337597,6.8366078560432635e-06,0.09589860176449991,0.02527859762926675,0.07542637382335105,0.09572846397501222,0.0002999104398654631,0.00044743483413700537,0.09590148845928861,0.00019379153807322634,0.09416048567673778
0.09574680466131609,0.030093313353324967,0.010883886018489943,1.2101185351347315e-06,0.0953977425449927,0.0012329737927511439,0.00023374980694827743,0.0009046235401293386,0.0957642029693118,0.0002489019751158017,0.07817520997461665,0.09575443069132995,0.0033800779766706215,0.007235846699775148,6.36453852205295e-06,0.09576278735894994,0.030000830615087924,0.07266363948475105,0.09561737905911966,0.0003235640054910955,0.0003721000333413343,0.09576536742299656,0.0001320884337843644,0.09430290492464845
0.09583515630671054,0.029370890483079767,0.012981289109041826,1.1483146916535678e-06,0.09548842239991533,0.0008995674487085819,0.00024580218710644155,0.001241610975594108,0.09584670800972807,0.0001759378071848919,0.08042634993504252,0.09583693876533639,0.0043609421358742385,0.009522659522420148,6.452843006083108e-06,0.0958437201063264,0.025918910838254528,0.06998181080954438,0.09571377772990022,0.0003460254937516084,0.0003005785118008416,0.09584782775937764,0.00012809707470774276,0.09367937543289608
0.09485295281779177,0.03479033365223901,0.014384305656391571,1.3231193046499161e-06,0.09423563284683255,0.000984126526393403,0.0002133218889167837,0.0011341337639690864,0.09486186973720816,0.0002220861407210887,0.07679586870133014,0.09484749636424909,0.0045797569531615765,0.008323155492528335,7.687096985775903e-06,0.09485975500806311,0.02802237485213859,0.07297226312206398,0.09474907098930874,0.00011127489895665824,0.00032387585748308784,0.09486385441616513,9.970325939697424e-05,0.09376377683840077
0.09434870481812331,0.026023089797788706,0.024383766019149714,1.372400347866366e-06,0.09364330791309476,0.0008473053508345613,0.00013360092402815488,0.0011701962802196616,0.09436289003811232,0.00015812414335888172,0.08327882236958459,0.09435247329448834,0.003964898352535468,0.007951726987678851,8.068476635304516e-06,0.09435983026028756,0.021001468488058287,0.07742998393788192,0.09428025916306926,0.00011804611598707112,0.00033178622098407835,0.09436456054181443,7.704565559456344e-05,0.09340867245034233
0.0922788881489265,0.028883345109035268,0.03619862253965674,1.006697503479859e-06,0.09149220631020989,0.0006677787611812667,0.00011937341981154612,0.0012711288821398226,0.09229105653623632,0.00016808272606598553,0.08172508960446695,0.09228089054177495,0.004308043692938096,0.008220697314495783,5.776133216687715e-06,0.09228835000524335,0.022391273932837245,0.07892235573751097,0.09218632698939888,0.00010680895479543684,0.0002681996179489456,0.09229259133734818,8.912023445423746e-05,0.09154298677280347
