0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.041964907,0.040435188,0.04082695,0.04229302,0.042509466,0.039541468,0.040774446,0.04037885,0.042967692,0.04024996,0.040146433,0.04082693,0.042920522,0.041846264,0.040443722,0.04260257,0.039584756,0.0414525,0.044387236,0.042669944,0.040540133,0.0436276,0.045532625,0.041476846
0.04302548,0.04126467,0.041820332,0.04201074,0.041155063,0.039854318,0.041559484,0.041811045,0.041273896,0.0397624,0.040430047,0.04189854,0.041761763,0.041994512,0.03996266,0.043521248,0.039411455,0.040577017,0.042555876,0.04169478,0.041075666,0.044436507,0.0460435,0.041099027
0.043639544,0.041743245,0.04250822,0.041781053,0.040317025,0.040017232,0.0421772,0.04268426,0.040290948,0.039534956,0.040599883,0.042516675,0.04109259,0.04207931,0.039712153,0.044061795,0.039316192,0.040085196,0.041411966,0.041049052,0.04136259,0.044869717,0.046322558,0.04082662
0.04393415,0.04190721,0.04292893,0.041720573,0.03996222,0.040086195,0.04252603,0.04309006,0.03988251,0.039446406,0.040724125,0.042806044,0.040885486,0.042124495,0.0395457,0.044168778,0.039262958,0.03982316,0.040803593,0.040703073,0.04156068,0.04499952,0.04638337,0.040724777
0.044095,0.042107545,0.04323609,0.041637216,0.039566208,0.04030016,0.042687062,0.043417484,0.03958278,0.039364804,0.040760215,0.043233547,0.040598962,0.042145018,0.039455783,0.04431583,0.039215583,0.03962332,0.040346608,0.040407255,0.04181897,0.04509628,0.046416104,0.040572226
0.044220276,0.04226068,0.043399513,0.041618533,0.039324924,0.040433362,0.042872336,0.043737784,0.03933444,0.039243545,0.040710036,0.043503076,0.040397696,0.04201213,0.03947196,0.044452783,0.039147414,0.03950279,0.040008727,0.04027868,0.041927673,0.045231335,0.046469677,0.04044063
0.044319965,0.0423149,0.043474022,0.041517988,0.039249822,0.040480863,0.04300121,0.043865677,0.039075226,0.03917251,0.040707093,0.04362577,0.040283144,0.04201053,0.039461587,0.04456552,0.039249904,0.03932613,0.03977426,0.04011587,0.04202124,0.045352604,0.046573155,0.04046098
0.04440144,0.042410024,0.043673933,0.041335776,0.038993727,0.040617086,0.04323687,0.044063,0.03880231,0.039190687,0.040834427,0.04388617,0.04006895,0.04196291,0.039441504,0.04462917,0.03922038,0.03901892,0.039433792,0.039946094,0.0421467,0.045608465,0.046609927,0.0404677
0.04455176,0.04256822,0.043749373,0.04118913,0.03873615,0.04065794,0.04315028,0.04434571,0.038807396,0.03917548,0.040753357,0.044124316,0.039986335,0.04182915,0.03939451,0.044699095,0.03923803,0.03896979,0.039452758,0.039848264,0.042159162,0.045678403,0.046532072,0.04040328
0.044346858,0.042554185,0.043717757,0.040994428,0.038884114,0.04067399,0.042934828,0.04423366,0.03907704,0.039286587,0.040717695,0.044082772,0.040270653,0.0418864,0.039428346,0.044626955,0.0392998,0.039161623,0.039668616,0.039739233,0.04199068,0.045467682,0.046514012,0.04044205
