Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Stock_6,Stock_7,Stock_8,Stock_9,Stock_10,Stock_11,Stock_12,Stock_13,Stock_14,Stock_15,Stock_16,Stock_17,Stock_18,Stock_19,Stock_20
0.003910458813579233,0.09597890102186007,0.050703520143119796,0.07526198544647335,0.006540992307958877,0.09314174803665902,0.08162477645323506,0.0023932298150072845,0.0046240416812386225,0.09414459527887337,0.0020397310698493354,0.004244096573285938,0.01054734831261924,0.09357768195870897,0.09539137235413388,0.09384623487006642,0.0960617993013605,0.09168048746401919,0.002955398517881752,0.0013316005800700944
0.003185812365302675,0.09578738533228522,0.05268381824824328,0.07846610317434477,0.005616294482753289,0.09340378028619001,0.08261716245474669,0.002004007115926102,0.003810114577333641,0.09431840622338805,0.0017101336341656904,0.0036732997138252885,0.008570610558481784,0.09366879786904721,0.09526488434383013,0.09389275998136207,0.09586679556059849,0.09190680881101398,0.002474594725303955,0.0010784305418576807
0.002890274670007232,0.09568570778191123,0.053611492381171445,0.0798163333084333,0.005223537870984919,0.09349190270798113,0.08305220475452735,0.001842354057347579,0.003475129195932557,0.09436428572624199,0.0015731717428814915,0.003430044316658372,0.007758539644935428,0.0936907965537205,0.09519218229870156,0.09389614307342845,0.09576294906465875,0.09199220529704921,0.002274787288628925,0.0009759582647986072
0.0033954608413355853,0.09585064296716614,0.05207195413276795,0.07752319435959305,0.0058890714622258115,0.09333417387645665,0.08232007153273124,0.0021175835682336656,0.004046628294872763,0.09427644434946332,0.001806332821810737,0.00384193238097197,0.009144792638140145,0.09364745913117609,0.09530850019859094,0.0938844778965722,0.09593132094380857,0.09184362518474808,0.002614938131342788,0.0011513952879922968
0.0033615296778015764,0.09584087670273847,0.052168616786156426,0.07767494015936958,0.005845231386382364,0.09334581242676063,0.08236755282505749,0.002099260440780568,0.004008409692629785,0.09428372911105436,0.001790814321779204,0.003814848531115416,0.00905197945151065,0.09365120899051829,0.09530185693250955,0.09388612629940504,0.0959213547847928,0.09185398508973498,0.002592296051635499,0.0011395703382673455
0.0033344879690926314,0.0958329616671797,0.05224628370302236,0.0777961129856907,0.00581021099896099,0.09335498746310641,0.08240556042813574,0.0020846424327144626,0.003977935058010497,0.09428940462000591,0.0017784305228866148,0.0037932053273132447,0.008977978630995751,0.09365412093857858,0.09529645115499104,0.09388735535059839,0.0959132844911306,0.09186220367744624,0.002574232208317534,0.001130150371822614
0.004094329322555662,0.09601637229007762,0.05025451328144517,0.0744740256215856,0.006768109498942415,0.09306652407501059,0.08138693284035001,0.002490613510265867,0.004829054694752156,0.09408869286660723,0.0021221689820125136,0.0043839685024485075,0.011045057276499933,0.093547480187395,0.09541353251624002,0.09382712617843192,0.09609977619660148,0.09161982409205734,0.0030756276746852352,0.001396270392035715
0.004211053298508814,0.09603809624304202,0.04997891362629133,0.0739791347034671,0.006910882436433892,0.09301717118330216,0.08123846173240463,0.0025521836682096156,0.0049589133788342996,0.09405102213759918,0.0021742835185214584,0.004471843242041922,0.01136012187959021,0.09352700269774851,0.09542575682164324,0.0938136501499216,0.09612175306029641,0.09158071231206105,0.0031516278937298125,0.0014374160163527076
0.005419041558778979,0.09618213180618324,0.047475003355774724,0.06909907929573475,0.008332493802156683,0.09244450258300654,0.07979827845936664,0.0031796053637124003,0.00629086736718699,0.0935756254383892,0.0027052291242142365,0.005345260926994698,0.014575709403256774,0.09326432915807278,0.09548050934080364,0.09362172034120239,0.09626553855296362,0.09115238244025546,0.003925354621728989,0.0018673370602172625
0.006006176660725365,0.09620746933046788,0.04643712693853053,0.06688203641467043,0.008992114669445217,0.09213249988867386,0.07914961362100018,0.00347930762220736,0.006931283714225998,0.09329738449185472,0.002958812665309145,0.005749966024837271,0.01610648046044783,0.09310887086624008,0.09546754745887963,0.09349964193898683,0.09628906627510501,0.09093114378998739,0.004294440539365053,0.002079016629040231
0.006724904330924339,0.09620612980800301,0.045285076525289424,0.06429883066985377,0.009776535681531421,0.09172676597347287,0.0783911094953815,0.0038425631682534145,0.007709848772287178,0.0929227669835829,0.0032661829768982752,0.00623114694538101,0.017949708544551534,0.0928986886074345,0.0954231541948926,0.09332957631881365,0.09628423828758725,0.09065088503912257,0.004741318840612894,0.002340568836125896
0.007295875321839734,0.09618287687153207,0.04444654594745779,0.06234429112371266,0.010383748448194396,0.09138838657028842,0.07781226390937365,0.0041287684917810765,0.008324498212326755,0.09260192560609261,0.0035083882218171236,0.006603722539208522,0.019389278715559517,0.09271821951940248,0.09536838720300925,0.09318042253938764,0.09625729336975322,0.09042179519305958,0.005093038609576258,0.002550273586627248
0.006435301510457122,0.09621063770306869,0.0457352265431901,0.06532283707984989,0.009463306872854267,0.09189314046039425,0.07869244479885942,0.003696627393678838,0.007396816577248871,0.09307787381445994,0.003142696767460255,0.006039001481270806,0.017211132384633235,0.09298580434916973,0.09544453122352219,0.09340062450541249,0.09629031910376631,0.09076497080859403,0.004561850193743517,0.0022348564283660535
0.008240454010499054,0.09607050701067228,0.04351670270779237,0.05930559924555035,0.011312929370827705,0.09072862217354458,0.07664154948576232,0.004678315926787748,0.009352569902347483,0.0921003850004734,0.003929205354449252,0.007284879241250569,0.02154406634086906,0.0923476024242248,0.09521761611017757,0.09287852648978168,0.09619307274897003,0.0899382205446849,0.0057487128755189226,0.0029704630358159383
0.013477407049474048,0.09329910718755022,0.04921321495114261,0.04844346788067073,0.012244445073475819,0.08543802007025561,0.06241044387142038,0.011137688092122663,0.013601553230110097,0.09242136513467265,0.00793183185923264,0.016429290175790846,0.026455170045690344,0.08730751442298049,0.09408174237289695,0.08891849228932491,0.09453354408938948,0.0819177461410679,0.013201392164558954,0.007536563898172677
0.015488311375778732,0.09249177709336323,0.050626614331718785,0.045868307264774755,0.01190086118386618,0.08479002675820406,0.05794445913840012,0.012604138117816363,0.01446207137609263,0.09223702815538123,0.008824614830383798,0.020497050686393084,0.02663775702053363,0.08609708645798891,0.0938808387532624,0.08740733874467471,0.09364594599984184,0.07918247329743773,0.016299493482074903,0.0091138059320129
