0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.09053002,0.08887202,0.0022133961,0.008167096,0.09009709,0.005810345,0.017413044,0.06769543,0.021996368,0.020141406,0.04985454,0.0051344703,0.012693239,0.016343586,0.08835633,0.080709405,0.016178014,0.006573473,0.087489136,0.05382039,0.0158994,0.012367354,0.074833654,0.066810876
0.09053002,0.08887202,0.0022133961,0.008167096,0.09009709,0.005810345,0.017413044,0.06769543,0.021996368,0.020141406,0.04985454,0.0051344703,0.012693239,0.016343586,0.08835633,0.080709405,0.016178014,0.006573473,0.087489136,0.05382039,0.0158994,0.012367354,0.074833654,0.066810876
0.09100639,0.08948612,0.0020084654,0.007732461,0.090604775,0.005378952,0.016773995,0.068219915,0.021587303,0.01984892,0.049927365,0.004779221,0.012118262,0.01586854,0.08896713,0.08147808,0.015693216,0.0062170685,0.08808783,0.054188486,0.01540322,0.011854539,0.07552099,0.06724881
0.09117617,0.08970612,0.0019366178,0.007574826,0.09078529,0.005225574,0.016538272,0.068413146,0.021432295,0.019746263,0.04995479,0.0046526957,0.011912378,0.015694646,0.0891843,0.08175633,0.015517597,0.006092389,0.08829918,0.054329176,0.015228204,0.011673006,0.07576964,0.06740111
0.09112866,0.08964504,0.0019559236,0.007618968,0.09073604,0.0052672927,0.016605506,0.06836074,0.021479871,0.019770896,0.04994596,0.004687955,0.011967404,0.01574124,0.08912478,0.0816803,0.0155650135,0.006126399,0.08824097,0.054290757,0.015271797,0.011721582,0.075700596,0.067366354
0.09116592,0.08968954,0.001940907,0.007584274,0.090773456,0.0052354108,0.01655503,0.068406284,0.021444876,0.019746602,0.049955245,0.004658382,0.01192183,0.01569505,0.08917555,0.08173893,0.015525064,0.006099082,0.08828635,0.05433279,0.015233727,0.011681949,0.0757519,0.06740194
0.09135515,0.08993541,0.0018626488,0.0074121924,0.09097707,0.0050652316,0.016291814,0.06861374,0.021271275,0.01963476,0.049974628,0.0045208163,0.011691407,0.015503042,0.08941644,0.08205217,0.015333698,0.0059613273,0.08852776,0.0544834,0.015036711,0.011476892,0.07603691,0.0675655
0.09137489,0.08996192,0.0018538516,0.007388695,0.090998225,0.005047019,0.016260987,0.06864092,0.021254214,0.01962306,0.049986973,0.0045054033,0.0116636595,0.015488239,0.08944344,0.08208645,0.015307022,0.0059414404,0.08855313,0.05449501,0.015005859,0.011451884,0.07607112,0.067596644
0.09167015,0.090340674,0.0017349384,0.0071211783,0.09131272,0.0047866954,0.015845202,0.06898326,0.02098627,0.019435111,0.050011676,0.004292212,0.011298598,0.015182283,0.089822546,0.08258707,0.01499665,0.005724231,0.088928364,0.05474212,0.014684703,0.011128215,0.0765136,0.067871526
0.091715835,0.09039778,0.0017185262,0.007084062,0.091361225,0.004747373,0.015773129,0.069041334,0.020943815,0.01939716,0.050029844,0.0042562988,0.011241338,0.015134323,0.089880265,0.08265398,0.01494934,0.005694868,0.088983476,0.054783422,0.014633541,0.011079728,0.07658786,0.06791147
