0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.042629,0.042235576,0.040714465,0.041398693,0.04141409,0.04252536,0.041212913,0.04175677,0.040816393,0.040292263,0.042480808,0.041826647,0.04041943,0.042804282,0.04066895,0.042959906,0.04100912,0.040962942,0.040798675,0.04234956,0.042214833,0.042258807,0.04185074,0.04239983
0.04317973,0.04255536,0.040649522,0.041356623,0.042016897,0.04304336,0.041701313,0.04183124,0.03943352,0.040816296,0.042209197,0.041629277,0.0400282,0.041814398,0.041507307,0.042166524,0.041031335,0.04169186,0.04093563,0.041367717,0.042747818,0.041369766,0.04223025,0.042686835
0.042169213,0.04219745,0.041108336,0.040347833,0.04189776,0.042921696,0.040850613,0.042782802,0.04019738,0.040182948,0.04194112,0.042478602,0.04069403,0.042120587,0.041157182,0.04287659,0.04076041,0.041085172,0.040174473,0.041780826,0.043140445,0.041874874,0.0418589,0.043400813
0.043482725,0.041821767,0.03924479,0.041445266,0.042259723,0.043927725,0.042085826,0.0414373,0.039635245,0.039779358,0.043433476,0.042055357,0.040267464,0.042256247,0.04001543,0.042811204,0.040252812,0.040452998,0.041228183,0.041545168,0.043307453,0.041540824,0.041511305,0.044202317
0.04226405,0.041948684,0.04176603,0.040741775,0.041727975,0.04290354,0.041756973,0.041715644,0.0406702,0.041425068,0.04204172,0.040999137,0.041095585,0.04178199,0.041645918,0.041658398,0.04179514,0.041624643,0.040617514,0.0417648,0.041436482,0.041945748,0.042050526,0.042622514
0.042782053,0.04207737,0.039969075,0.04087536,0.041773602,0.043779142,0.041205194,0.04199739,0.040398743,0.039299313,0.042735424,0.04259509,0.04038029,0.042561125,0.040418956,0.04361544,0.04042883,0.04007555,0.040572703,0.041149367,0.044110302,0.04172097,0.04089055,0.044588137
0.041237187,0.04189423,0.0405439,0.041064803,0.04123347,0.04278566,0.04168226,0.04143609,0.04098033,0.040811997,0.042608466,0.04231714,0.040435873,0.0422522,0.041475516,0.042405363,0.040944375,0.041653603,0.04095547,0.041979793,0.04300372,0.04159948,0.04173196,0.042967122
0.043294184,0.042540535,0.039549284,0.041651648,0.042279623,0.044308312,0.041431125,0.04136412,0.039991144,0.041229676,0.042211354,0.041521545,0.04004998,0.04278626,0.041964266,0.042496108,0.04086656,0.04104821,0.040902082,0.041132715,0.042113442,0.040996846,0.041132033,0.04313895
0.04342231,0.042064123,0.041929573,0.04049431,0.04167045,0.042553805,0.042156823,0.042229656,0.04085875,0.04037658,0.041824,0.04077762,0.04114938,0.041491315,0.040719565,0.042295292,0.041415803,0.04066187,0.041119974,0.04148448,0.041674566,0.042467926,0.041740645,0.043421198
0.04275297,0.042831723,0.041516256,0.04101845,0.04210243,0.042997394,0.040323187,0.042916346,0.041298945,0.04168474,0.040350154,0.041333333,0.04090176,0.04221417,0.042766277,0.04182458,0.041541524,0.041436993,0.04035895,0.041293487,0.041363828,0.04112524,0.04166905,0.042378224
0.042415775,0.042302534,0.04097373,0.03995541,0.04237839,0.0435387,0.04175608,0.042496327,0.039333887,0.041558653,0.04183054,0.041611787,0.041176535,0.041144155,0.04230023,0.041893486,0.041335654,0.041509278,0.039823353,0.040885903,0.042565823,0.04109547,0.04244199,0.043676335
0.04298808,0.041487556,0.040589467,0.041051336,0.041615285,0.042967625,0.042127505,0.041733216,0.04001349,0.039595313,0.043261375,0.041879646,0.040161796,0.0419833,0.04040929,0.042921443,0.040499516,0.04090743,0.041171525,0.041391924,0.043677233,0.04209786,0.04165794,0.043810893
0.043237325,0.0423165,0.040232945,0.0411702,0.042563394,0.044248678,0.0423181,0.041658107,0.038449056,0.041394856,0.042049237,0.041282713,0.039899595,0.04115933,0.042194698,0.041373305,0.041238334,0.04225268,0.04083007,0.040827014,0.043093253,0.040539786,0.042202733,0.043468088
0.042812295,0.042280294,0.041277576,0.04027463,0.042246405,0.0438277,0.04166465,0.04202652,0.03982846,0.04106528,0.042058643,0.041217346,0.040868707,0.04144097,0.041611534,0.042081024,0.041178174,0.04155374,0.04048893,0.040866118,0.04264206,0.041415855,0.041792907,0.043480128
0.04256696,0.04182805,0.041140683,0.040969655,0.041702703,0.0424422,0.041211117,0.042190727,0.04072164,0.040390998,0.042418003,0.04165517,0.04090268,0.0424792,0.040570512,0.04251246,0.041116633,0.041107893,0.040637128,0.042010095,0.042322375,0.04242227,0.042076267,0.042604584
0.042059623,0.04215715,0.040090933,0.041201465,0.041932683,0.044036645,0.040952493,0.041767992,0.04141567,0.04086417,0.042317063,0.04164174,0.04106356,0.0426264,0.041362114,0.043324042,0.040820368,0.040213365,0.040580723,0.04095622,0.04205951,0.041897476,0.04115824,0.043500364
0.04136861,0.0419969,0.040169206,0.04127699,0.041908532,0.044315096,0.04120896,0.0409831,0.039637018,0.04072989,0.04255855,0.042144507,0.04022854,0.042238247,0.04218323,0.042475846,0.041524943,0.04159987,0.04103246,0.040950432,0.04406409,0.040641982,0.04147441,0.04328863
0.042264055,0.042225834,0.04208306,0.040112875,0.04217322,0.04326387,0.04149167,0.042325065,0.040647883,0.041578006,0.04118561,0.04060901,0.041693002,0.04118794,0.042211995,0.0412497,0.042012572,0.04113092,0.04030809,0.04153257,0.040968698,0.042131513,0.042143352,0.043469545
0.041141566,0.04251238,0.04122104,0.040453974,0.0411369,0.04210723,0.040096857,0.04245885,0.04145894,0.04029805,0.041709468,0.042213146,0.041092675,0.04186035,0.041762233,0.042844236,0.04135949,0.041670777,0.040836122,0.042295955,0.04266904,0.04226582,0.042637486,0.041897472
0.04270995,0.043035425,0.042131852,0.039736696,0.042407986,0.043319166,0.04121036,0.04276137,0.03996673,0.041294057,0.04089754,0.041526668,0.041186973,0.040845636,0.04185593,0.041465838,0.04165926,0.04182913,0.03957051,0.040868387,0.041973837,0.041577905,0.042269476,0.04389925
0.042848013,0.041863997,0.040729616,0.041271087,0.041511323,0.042492304,0.041804828,0.04177272,0.040428884,0.039843474,0.043043785,0.04185909,0.040336512,0.042475883,0.04039911,0.04295028,0.040731493,0.040885378,0.04092824,0.041823395,0.042892307,0.042195745,0.041817546,0.04309505
0.042985525,0.042060584,0.040717803,0.040505543,0.042018604,0.043505456,0.042461876,0.04195449,0.040457867,0.040784054,0.042030156,0.041636415,0.040914036,0.041542597,0.041337937,0.042021263,0.04107936,0.04083714,0.04081911,0.040977236,0.042368963,0.04145054,0.04109386,0.044439588
0.042311,0.04185379,0.041914746,0.040611964,0.041708533,0.04226899,0.041264378,0.04299351,0.040313076,0.03978306,0.041442696,0.041455053,0.04150598,0.041529126,0.041645505,0.043121543,0.041169446,0.041222997,0.039574042,0.04209312,0.04235657,0.042338345,0.042421382,0.04310115
0.043142296,0.042044133,0.040561035,0.04109969,0.04200847,0.043306593,0.041905396,0.04157952,0.04051724,0.040891122,0.04206421,0.04132182,0.040583417,0.042125527,0.041173924,0.042396072,0.041189704,0.041109625,0.040683564,0.04139961,0.04224019,0.04178358,0.041667935,0.043205343
0.042714395,0.042038746,0.040576514,0.04114316,0.04171479,0.042855933,0.041757904,0.0417501,0.04038917,0.04053401,0.04257061,0.041680306,0.040510755,0.042442195,0.04101908,0.04277124,0.040975437,0.040945664,0.040623955,0.041653022,0.042608228,0.041861936,0.0418867,0.0429762
0.04320944,0.04245207,0.040824655,0.040874336,0.042010345,0.043350577,0.041540276,0.0420251,0.040919214,0.040980715,0.041535467,0.041244753,0.04090316,0.042197697,0.041252386,0.042448822,0.041264616,0.040769808,0.040349938,0.041490305,0.041728128,0.041823097,0.041474763,0.043330424
0.041522857,0.041871354,0.041112125,0.040519647,0.041661486,0.04350495,0.04102644,0.041928884,0.040830128,0.040674753,0.04227498,0.041704565,0.04101233,0.041957326,0.041696753,0.042265385,0.04138115,0.041188303,0.040364265,0.04148239,0.04282424,0.041797608,0.041841567,0.043556467
0.043338254,0.042279165,0.03993438,0.04128409,0.0417353,0.043001216,0.041145165,0.042666297,0.04118243,0.040719345,0.0418846,0.041300118,0.040012427,0.041611765,0.041431144,0.04245428,0.039940502,0.041428845,0.041073676,0.042064764,0.042658523,0.042207565,0.04193826,0.042707864
0.04318566,0.042980973,0.040318992,0.04105212,0.041960716,0.044038076,0.04113849,0.041968264,0.039201677,0.040742572,0.041449867,0.041515592,0.04046352,0.04177402,0.041802347,0.042037096,0.04167602,0.041713025,0.040856432,0.041295096,0.042077016,0.040776018,0.042666048,0.043310415
0.042410478,0.04178414,0.040325165,0.0413363,0.041712966,0.043514453,0.041569375,0.041453954,0.041123,0.04034948,0.042583182,0.041774716,0.040773623,0.04234258,0.040976,0.042897917,0.04105401,0.04047149,0.041190654,0.041452937,0.04243533,0.04186079,0.040876646,0.043730795
0.04280639,0.04205939,0.040078454,0.040741205,0.04174227,0.043042,0.041507322,0.04246161,0.04087118,0.04068557,0.042223144,0.041739356,0.040650424,0.042160142,0.041595813,0.04284442,0.04040904,0.040642127,0.040712073,0.04155134,0.042764824,0.041864686,0.041744146,0.043103088
0.04210186,0.04204884,0.040748052,0.041235656,0.042076435,0.04398,0.04182978,0.04082551,0.039969385,0.04214519,0.04232629,0.04106911,0.040858757,0.041608352,0.042412695,0.041450355,0.04190256,0.041980848,0.040449344,0.041138403,0.042215135,0.040931497,0.041831113,0.0428648
0.042507436,0.04153392,0.04079071,0.04097784,0.041449502,0.043284953,0.04158679,0.042006545,0.041263394,0.040640492,0.04229126,0.04111757,0.04076334,0.041427337,0.042063866,0.041960612,0.040899165,0.041346196,0.041610196,0.041329578,0.04291526,0.041811086,0.04143583,0.042987067
0.04345497,0.041964374,0.041835587,0.039858,0.0418379,0.04258384,0.042054333,0.043008864,0.040619977,0.041035518,0.041385498,0.041162077,0.041319612,0.0411462,0.040928904,0.041590095,0.04126602,0.041142374,0.040718988,0.04148966,0.041630343,0.04222925,0.041891243,0.043846313
0.042010993,0.041328616,0.040074516,0.041491058,0.04157736,0.043796413,0.0413435,0.040207136,0.040695447,0.041271225,0.04218344,0.041750815,0.041283622,0.041885193,0.041873004,0.04196014,0.04172981,0.04212598,0.041284498,0.04150258,0.04241188,0.041412205,0.041918747,0.042881798
0.04198927,0.0426061,0.041503597,0.04015033,0.04179876,0.043153632,0.040921267,0.042518552,0.040666405,0.04074601,0.041559186,0.041529294,0.04120552,0.041679487,0.041574363,0.042386305,0.04137515,0.041425526,0.04009116,0.041489523,0.04231467,0.041846402,0.042079177,0.043390315
0.04227874,0.041736953,0.04076484,0.04125733,0.041603927,0.04312158,0.04160408,0.041528895,0.040353317,0.040367395,0.0426726,0.041788835,0.040560044,0.042147048,0.04150087,0.04239627,0.04125648,0.041231737,0.041159857,0.04115548,0.043269474,0.04155337,0.041652177,0.043038692
0.04168916,0.04191388,0.04127892,0.040488362,0.041792214,0.043424778,0.04130858,0.04184575,0.04015292,0.04064879,0.042381525,0.041778613,0.04081651,0.04175295,0.041688588,0.0421619,0.041399807,0.04145746,0.04042805,0.041223064,0.043139208,0.041614294,0.042016573,0.043598153
0.0430951,0.042114746,0.040813886,0.04110973,0.041384716,0.042285834,0.041159447,0.042719588,0.040925313,0.04028465,0.042166617,0.042165086,0.040395215,0.04297703,0.040100344,0.043717995,0.04042604,0.04068246,0.04046665,0.04241685,0.042228866,0.042266764,0.041580234,0.042516794
