Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Stock_6,Stock_7,Stock_8,Stock_9,Stock_10,Stock_11,Stock_12,Stock_13,Stock_14,Stock_15,Stock_16,Stock_17,Stock_18,Stock_19,Stock_20
0.1413657957009713,0.00887562115716189,0.10122084178529982,0.01239829106110926,0.0549878892037908,0.05793676522459213,0.00929364272607729,0.012857855173801534,0.0890803990031301,0.03408795323354247,0.014856173778795357,0.015923921621467052,0.005985260332051842,0.13340635989450372,0.014728269865521074,0.05057424398293817,0.1394349498332108,0.027121293092026204,0.04555449104793745,0.03030998228207174
0.1418450752619713,0.008712539899895741,0.10163068773985319,0.012210395805032196,0.0549740337058006,0.05792332277893107,0.009119470820326856,0.012656835619925451,0.08940024344304387,0.033929434842328215,0.014651428880289908,0.01571368707905045,0.0058489826328247,0.13392779220256862,0.014525368419215675,0.05052884646721093,0.13993770630649857,0.026903356249843538,0.04545654686105286,0.03010424498433627
0.13978881607116492,0.009419251367556518,0.09989332916821533,0.013019539239116707,0.05502406730437607,0.057971050120152814,0.009874595626100893,0.013523065109634573,0.08804418338114826,0.03459603919962738,0.015530596967612552,0.01661535187439027,0.006444410867912717,0.131699954473077,0.015396653233822732,0.050712508150810964,0.13778174762522843,0.027827645939871668,0.045862998232215464,0.030974196047964735
0.14067590371528008,0.009112132010061962,0.10063617288815961,0.012669518819063629,0.05500546577164534,0.057953602191761044,0.009546324557273915,0.013148167124367767,0.08862406929397715,0.03431273728903434,0.01515108691758326,0.01622648021411226,0.006184109693413204,0.13265809149126184,0.015020546873536255,0.05063679239722872,0.13871151933597703,0.027432326876595334,0.045692011039704786,0.030602941499962448
0.14078373521398427,0.009075024524594924,0.1007271584181761,0.012627066202276462,0.055002895441098355,0.05795116713361032,0.009506678321792106,0.013102714459514603,0.08869508370355021,0.034277864788846146,0.015104978903984722,0.01617919655165011,0.006152822309563642,0.13277486364665722,0.014974844328642368,0.05062723561841141,0.138824578512634,0.027383915609448122,0.0456707806459809,0.03055739566558404
0.14099168557037295,0.009003617228634728,0.10090303106614551,0.012545261067386815,0.0549977599483595,0.05794625928994146,0.009430374880129735,0.013015149803434043,0.08883235393878332,0.0342103345673214,0.015016070001284259,0.016088005483252694,0.0060926972701156575,0.13300025313717398,0.014886734439169845,0.05060856966233535,0.1390426167555774,0.02729034501907622,0.04562957211297,0.030469308758535124
0.14119776754923055,0.008933028862273842,0.10107788332442245,0.012464267895655919,0.05499242546973022,0.05794113988021981,0.009354966096369552,0.012928457487635978,0.08896881596975306,0.03414305899457485,0.014927977475619818,0.01599762132373448,0.006033398614381186,0.13322386099212347,0.014799434715689494,0.05058978041704579,0.13925874323639673,0.02719733016270076,0.0455883663267524,0.030381675205689625
0.140865357722461,0.009046972608881262,0.10079612429331282,0.012594949454288623,0.05500091268424597,0.057949271325990856,0.009476703275573995,0.013068331779786084,0.08874891400864493,0.034251405807836796,0.015070081004031085,0.016143405305909245,0.00612918609517346,0.1328633016858659,0.014940261449752044,0.050619939598735786,0.13891015193527115,0.027347214271064044,0.04565464989693117,0.03052286579624378
0.14062536799761186,0.009129535070764971,0.10059359870009399,0.01268941714849156,0.055006641567734285,0.0579547249852225,0.009564920826186039,0.013169474325075212,0.08859084017448923,0.03432905457055138,0.015172697153460663,0.01624863467071142,0.0061987965520024875,0.13260338556473794,0.015041956933436082,0.050641251760296775,0.13865854951988524,0.02745497658593735,0.04570192523502448,0.03062425065828653
0.14083637812607125,0.009056929200204532,0.10077163022743313,0.012606346382685383,0.05500162465764084,0.05794995110771868,0.00948734340677095,0.013080539492857144,0.08872979755152911,0.03426080143890684,0.015082466447552486,0.016156109468172843,0.006137574344256925,0.13283189873535156,0.014952535522032538,0.05062253250589136,0.1388797733345492,0.02736025375515519,0.04566038535927564,0.03053512893594439
0.14205003099718713,0.008643104493678623,0.10180687520058739,0.012130181577084634,0.054967688154335045,0.057917128961458196,0.009045335021109834,0.012571048496560726,0.08953774263784642,0.0338610517167506,0.01456390860368815,0.015623773869259987,0.005791168847227367,0.13415118988336933,0.01443863465108834,0.05050893078373756,0.14015275404184754,0.02680969165710928,0.04541405090436516,0.030015709501708673
0.1414615930288922,0.00884293894829962,0.10130252147481812,0.012360695468449758,0.05498523681859311,0.05793419511308596,0.009258733809030311,0.012817624187338346,0.0891441464167175,0.03405641962501932,0.014815238041090131,0.015881903158881064,0.005957898462158523,0.13351047917613662,0.014687704846524678,0.05056530169205542,0.13953543974740565,0.02707785534174271,0.045535074243567515,0.030269000400193435
0.14011993804668996,0.009304219228620434,0.10016944673373024,0.012888722746844038,0.055017637485228574,0.057965084722394436,0.009751625225932956,0.013382920286218904,0.088259757221116,0.0344910375322977,0.015388905430996072,0.016470224993854688,0.0063466410435604765,0.13205707376463388,0.015256226258684967,0.05068485384569456,0.1381287470915295,0.02768068461586566,0.04579992912579803,0.030836324600308912
0.13904350871346896,0.009679848862089207,0.09927675344141625,0.013314665122398853,0.05503636157788725,0.057982186437965835,0.010153267642132296,0.013839356678625476,0.08756280002403315,0.03482919176387763,0.015849643606482302,0.016941863260691695,0.00666711032404201,0.13089844313208265,0.01571286048957782,0.05077217056042723,0.13700097232220151,0.028155818041595473,0.04600171750824776,0.031281460490756606
0.1415068620427145,0.008827512178456202,0.10134115561827947,0.012342939074087558,0.05498395559687955,0.057932961600365394,0.009242259101673653,0.01279863267542868,0.08917430282920283,0.034041493490872723,0.01479589642311572,0.015862044720702975,0.00594499059118289,0.13355970121976307,0.014668532459179064,0.05056104711327454,0.13958291531282588,0.02705730690223852,0.04552587347193547,0.030249617577821297
0.1417663185355874,0.00855752707317995,0.10063124036553646,0.012503533121527093,0.05569002354622204,0.057786503641093875,0.008763075942977802,0.013037969973585938,0.08918853041756794,0.03365711878934333,0.01500142272767667,0.016305212604610226,0.006199220049112508,0.13384862840609815,0.014562079152006508,0.051179719363311,0.13894742236764127,0.0261747758969714,0.04637998325338335,0.029819694772567105
0.14229332322038057,0.008400919088941932,0.1012061748499788,0.012263952528609989,0.05560424297856203,0.05777246748611328,0.008618283623708926,0.012773185803198965,0.08956875989916792,0.03353739041202847,0.01473279942891561,0.016007749793651146,0.006002757266825797,0.13441784638722198,0.01433306712472394,0.05105111651460058,0.1396145983447476,0.026019385638119882,0.04616196488723314,0.02962001472326946
0.14318453191350913,0.008182077862433676,0.1023724166810223,0.011808287880805898,0.05526828209792148,0.057783930930920706,0.008460394860223956,0.012257702789497808,0.090247369782475,0.03338514655560756,0.014217237477034725,0.015380572412342962,0.005615062459991708,0.13538576732835222,0.013948125411510665,0.05070492572327733,0.1409309995767703,0.025922285813236495,0.04560359169824457,0.02934129074482153
0.14279242322099395,0.008058505718876927,0.10057259018203228,0.012305128191783457,0.056226982168409934,0.05770540378647748,0.008108035121425773,0.012898466936108344,0.08969981639454495,0.03282260390235135,0.01485417473068136,0.01630974590281788,0.006215477650153061,0.1350473148302499,0.014153360712024363,0.05168207984714191,0.13928513217531086,0.025054725477802714,0.04704186235199618,0.029166170698817342
0.14207518268187114,0.008609331590104692,0.10167750489830978,0.012163427065296516,0.055069277409299865,0.057878994531746074,0.00897546258331178,0.012619478710217664,0.0895361744819541,0.033822361681187435,0.014602174675040014,0.015699176301589728,0.005835794106983822,0.13417893291933206,0.014421419181292444,0.05062469367098951,0.14003414799627298,0.026671248380439383,0.045570443097835665,0.02993477403692536
0.14336580376814348,0.008201899696442054,0.1029515570596759,0.01161730233543585,0.054920711356467596,0.057870782485097465,0.008574454733071286,0.012022869088963382,0.090430945935359,0.0334133803909271,0.014002742099106773,0.015046545847850585,0.005426726061675524,0.13559106438236831,0.013882521663389618,0.05037378478813804,0.14153380153501163,0.026201634795135646,0.04513221237482837,0.029439259602912386
0.14294366843062997,0.008342593361238042,0.10258172185548368,0.011781449331943385,0.05493697578565933,0.05788691553724805,0.008724566573758988,0.01219824630036998,0.09014237354752933,0.03355865546736707,0.01418264961908959,0.01523172813938723,0.0055423818789013535,0.1351280300960717,0.014060804534616325,0.05041854755957631,0.14109061653993354,0.026397987635582994,0.045224349506277545,0.02962573829933556
0.14435899984997536,0.007813621721129085,0.1016757727391409,0.011527709605947196,0.05540212896582313,0.057936293214122095,0.007809684007088731,0.0122262960786628,0.09100060747452018,0.03310151778265135,0.01338149087100853,0.014961346746444422,0.005065115321940997,0.136681393522167,0.013308753417255126,0.05154397925030812,0.14180299591454743,0.02467714086300732,0.04633207044918737,0.02939308220507288
0.1424346260477727,0.008513328435316176,0.10213901634841215,0.011979897681290614,0.05495508420104631,0.05790477239315253,0.008906791143288285,0.01241034970782861,0.08979692265487921,0.0337317613063548,0.014399763025339568,0.015455053095173704,0.005683444536120574,0.13457102750153155,0.014275969425486998,0.05047075474819329,0.14055631917253858,0.02663316709076767,0.04533328684949403,0.029848664636012642
0.14173521662165012,0.008757607098453461,0.09897445273510676,0.012571871236892788,0.055365499815299986,0.05820863119691652,0.008730599832401181,0.013457582459933963,0.08920118222229491,0.03413688208601865,0.014250521479775971,0.016008958039499137,0.005568740936100196,0.13378317889520594,0.014377860494782714,0.05194444316057097,0.1391279599554729,0.025853864247801644,0.046948721125735025,0.030996226360087163
0.1412950941372585,0.00889975854964667,0.1011606494340307,0.012426041416882094,0.05498981924391211,0.05793862799072723,0.009319426628925528,0.012887554094397725,0.08903342182188954,0.03411116009522419,0.014886380250316644,0.015954932905524164,0.006005495320966444,0.1333295464623714,0.01475821117026707,0.05058080911179103,0.13936081247420182,0.027153313537348355,0.045568771923835315,0.03034017343048349
