EQNR.OL,SUBC.OL,BWO.OL,ORK.OL,MOWI.OL,LSG.OL,NHY.OL,YAR.OL,RECSI.OL,TEL.OL,NOD.OL,ATEA.OL,STB.OL,DNB.OL,AKER.OL,SNI.OL,BELCO.OL,ODF.OL
0.01126760563380258,-0.002590673575129543,-0.004545487955121108,0.0103448012779499,0.028443104792754026,0.05084740831330836,0.018018026996796,0.0060606060606061,-0.011080345596344077,-0.00666666666666671,-0.021739110153428443,0.014492739601512206,0.015686277023679418,0.016233790625953315,0.046439628482972006,-0.02626970227670755,-0.03688525255495656,-7.665942558521266e-08
0.01126760563380258,-0.002590673575129543,-0.004545487955121108,0.0103448012779499,0.028443104792754026,0.05084740831330836,0.018018026996796,0.0060606060606061,-0.011080345596344077,-0.00666666666666671,-0.021739110153428443,0.014492739601512206,0.015686277023679418,0.016233790625953315,0.046439628482972006,-0.02626970227670755,-0.03688525255495656,-7.665942558521266e-08
0.008356240309761231,0.015584564951308666,0.004566191441595979,0.01023889714644377,0.0058226066022422085,0.008064672997688538,0.005899477768031236,0.009036220843704479,-0.012542968974662783,0.010067064863324982,0.022222201029459487,-0.007142793195469177,0.0038609518753740524,0.009584527194487436,0.008875710408692283,0.007194413381005127,0.004255372482396824,-7.665942558521266e-08
-0.01933701657458564,-0.007672634271099654,-0.022727298427016263,-0.0016892278298915597,-0.05933424857436387,-0.025999984741210902,-0.0029325901798994414,0.020895522388059584,-0.014005592352981489,0.02657807308970095,-0.021739110153428443,-0.05395683601315815,-0.0038461022596418815,0.006329164131726017,-0.0131964809384163,0.014285714285714235,-0.0014122877022670899,0.021052631578947434
-0.0056338261640835885,-0.002577468991423637,-0.041860204315413596,8.410111074219628e-08,-0.004615455700504478,-0.008213615839003374,-0.00882326874790329,-0.008771911262439258,-0.01410506381835519,9.969815062405019e-08,-1.0608928768807147e-07,0.003802314200069379,-0.0038608507926199964,1.5100298922376965e-07,-0.004457803582889164,-0.0035213113536193275,-0.0028290487465169045,-0.010309167984643541
-0.0028328611898016387,-0.03875968992248069,-0.011221517076105025,-0.020304517414964862,0.012364831855198988,-0.02277429589019675,-0.0089021194122747,-0.01179941002949858,-0.014204535283728892,-0.019417475728155442,-0.011111153496636272,-0.04166668171834487,-0.031007757395213775,-0.022012651076675605,-0.02388059701492551,0.021201413427561766,-0.0007053355967658326,-0.0025503719098755595
0.014204714630466464,0.016129144976645415,0.019417170163203545,0.003454143935820886,0.007633540167472974,0.010593293087216571,0.01796418436810665,0.008955223880596996,0.008645570882367837,0.013201059917856472,0.011236105680859643,-3.825247751887417e-08,4.3553313622268774e-08,-0.0032155358363012976,0.012232622663095327,0.0017302815188990905,0.0014183775529852394,0.005208424164892422
0.01400560224089653,0.03703703703703698,0.023809552015139568,0.008605852205361364,-0.013636383272071173,0.018867876242905535,0.005882356032975933,-0.00887573964497046,-0.03142863471158275,0.0032573289902280145,0.02784020224105188,-0.003952508977732028,0.008000037778521207,0.012903120128751278,0.007552870090634434,-0.032815198618307506,-0.0014163686075456816,1.3455465104950104e-05
-0.00276226045140171,-0.002551171703919608,-3.680428517505163e-09,1.5814075604581035e-08,-0.004608381725999533,-0.012345648887357563,-8.553582653281211e-08,-0.005970057172096199,-0.002949827917317349,0.006493506493506329,0.04444429880124412,3.8729686124838736e-08,-1.6104598810073867e-07,1.7875271396405878e-07,-0.00149933179629691,0.01785723756819535,-1.5611964321315952e-07,-0.005181513234682522
0.03601108033241007,0.010230179028133168,-0.013953518981058455,0.005119506135999208,0.013888908708046266,0.016666650772094727,0.01754386881635428,0.01501501501501501,-0.035503000697552856,-0.006451612903225712,-0.0638297289515446,-0.071428614679106,-0.01587301816109221,0.006369477600895568,0.006006006006006093,-0.033333333333333326,-0.005673831275277208,0.02083333333333348
-0.010695496853758812,-0.012658145699386503,2.2012390843428875e-07,-0.005093462844759644,-0.02587550890107937,-0.008196953630494996,-0.008620747168969545,-0.0029584628324865747,0.003067576291420071,0.006493718260087045,-0.0425531040200197,0.012820521275071828,0.004032365422849349,0.0031645820658630086,-0.011940276033895025,-9.304944648125257e-08,-0.0014264176062916967,0.020408304489789586
-0.008108108108108136,0.01025641025641022,-0.04245277795033353,0.0068259647831827586,0.03281244685407736,0.018594993446445107,-0.01739124000143566,-0.011869436201780381,0.004591866407568701,-0.009677419354838679,-0.021276479088494803,-0.008438850485279481,0.01204824989494413,-0.0031545990781952638,-0.0015105740181269312,0.016333938294010864,-0.005714277861338601,0.013431218995957478
-0.013624000587538543,-0.002537980991147437,0.009852334810174446,-0.00847449400104705,0.001513071382865494,-0.002028167603029818,-0.01474956531946603,0.012011589426831337,0.006116156523717331,-0.006514899941683749,1.4584303009712585e-07,0.004255527172170037,-0.00396843296578786,-0.006328967783693962,-0.016641595387914987,0.0017857142857142794,0.017241517492062153,0.00645413350212537
0.0055248618784529135,0.01781170483460559,0.004950044444218926,-0.001709375626001708,0.00453168970147555,0.004065056094269659,0.008982078951673023,0.004522210624164136,-0.009118580900462026,0.02950819672131133,-0.05681818058668109,-0.01271191269321914,-0.011952175090649164,0.009554216401343352,0.006153846153846176,-0.0017825311942959443,0.00988705295039849,-0.0005229519917067382
0.0082421782623463,-3.1181379811506815e-08,4.775407826340672e-05,-1.9655503491478044e-07,0.004511451698086866,0.004048439146913996,0.01483704712892897,-0.0029671681785030657,0.006135035441652059,-1.9456495903291682e-07,-0.036144600462750365,0.008583531395305322,0.004032203727465156,-0.0063095721331898336,0.012232569718108044,0.014285561155394033,-0.0055944684747342155,-0.007500037485538846
0.016348773841961872,0.05999999999999983,-0.004854536287692113,0.00684927569743965,0.022455161657968903,0.002024301357777536,0.01754386881635428,0.014880952380952328,0.021341400941660815,0.009554140127388644,0.03750002384185791,0.004291785770714984,-0.00401601035553989,-0.003174628438084026,0.0166163141993958,0.0017605633802815213,-0.007016650699565252,0.0176322418136019
0.008042382335286646,0.004716996340067059,-0.009756826653647632,-0.003401177676995437,-0.007320762349787957,1.6356864107613944e-07,0.008620574064328146,-0.014662833661997499,0.012163225364009378,-0.012618071690743471,-0.06024108161047992,4.0146124646867065e-08,1.2313650099571305e-09,-0.006369236261458244,-0.016344792958841614,-0.015817082552260997,-0.008438832924396289,-0.04702964774363205
-0.0026595744680851796,-0.032863849765258135,-0.02463056979246092,-0.0034129172943667685,-0.007374730002574492,-0.016129017372408683,-0.005698008806271471,-0.011904761904761973,0.0029850497863579406,-0.015974440894568565,0.07692300168250155,-0.004255335381690539,-0.02419358854926512,-0.028846176626461495,-0.0166163141993958,-0.014285714285714235,0.0064188996656975306,-0.019618817484783113
0.008000532064159627,-0.012136217009365957,-0.015150966422531886,-0.006849189601197292,-0.011886900215984708,-0.008196670639958548,0.002865607644311874,-0.012047878585410454,-0.023809439921423592,-0.02272681798876308,0.011904915910766256,0.017094128170660916,-0.020661179664654084,-0.009900910615769254,-0.021505242855412443,-0.014492515520345473,0.02127663225579135,0.007792012774065826
-0.005291005291005346,0.009828009828009687,-0.015209386943236342,-0.008620689655172376,0.0015038259612876193,-0.01442899070575382,-0.008571469418515387,0.0030487804878047697,0.012195136149622643,-0.0033222591362125353,0.01176475076114425,0.021008404034795758,0.021097070018708308,-0.013333331904974988,0.0015698587127159769,-0.014705882352941124,0.0036937133245144027,-0.0012586183919092164
-0.002659343023320049,3.143442890429782e-07,-0.015267807463940797,-0.001739250123305558,-0.013513399058529663,-0.02066131077154909,0.005763489057358795,-3.8898170662271525e-07,-0.012048206629417968,-0.006666968279266494,-1.0678108808281905e-07,-0.004115367745981424,-0.03305802230467325,0.006756736597751001,-0.0031349926728608812,-0.016791185519831053,-0.013889205606762545,-0.010309249557884259
-0.010666666666666713,-0.02676399026763987,-0.015326227984645252,-0.015679468675155794,-0.01826488543682403,-0.012658275727919,-0.02292257552889254,-0.033434650455927084,0.012195136149622643,-0.010067114093959662,-0.023255901635817477,-0.024793403411316528,0.017094020411050792,-0.013422924466392372,-0.044025157232704504,-0.013282732447817858,-0.010416874408828214,-0.0026041666666667407
-0.010782072489356587,-0.015000140616588609,-0.015384648505349707,-0.008849569725806417,-0.004651439496112242,0.03846156306078585,-0.014662643905306028,0.028302183587324725,0.0121216138774356,-0.0033895690314322824,-0.023809378426182692,-0.008474529187678548,-0.008403278891901955,-0.006802731488499414,-0.013157749431337074,0.009615384615384581,-0.006944543210893883,-0.018276676874479314
-0.01089918256130784,0.0076142131979695105,0.01562503416384442,-0.017857142857142905,0.01557635277889391,-0.01851847200490908,-0.0029761540688935106,0.003058103975535298,0.012048091605248556,0.010204081632652962,0.012195168755581687,-0.002100524430035,-0.00847461605600952,0.0017356876674890498,-0.0016666666666667052,-0.009523809523809379,-0.0034722120129595524,0.00149995703667416
-0.0027546809528243843,-0.002518786732237932,-0.015384648505349707,-3.5118902119712914e-08,0.012270177201829435,0.020964630168469833,0.0029846533490742733,-2.620819404830499e-07,0.011904776788134619,-2.214971968061974e-07,0.012048108620089648,0.004273480327608548,0.021367585003127854,0.010274106823477513,0.015025084716119297,0.015384406812479767,1.1918497477836354e-07,0.021276590947827634
-0.013812154696132728,0.020202020202020332,0.01562503416384442,0.0018181540749289127,0.01818180544514303,0.026694029090238658,-0.014880922305359312,0.07012195121951237,-0.017647024467518535,0.026936026936026813,0.011904807858458266,0.01064721970757354,-0.00836824026506977,0.0136116149204204,0.023026315789473673,0.01325757575757569,0.028169218387437134,0.022357023793845743
0.019607685809971187,0.029702986478083337,0.005127924852648125,0.009074412868282478,0.010416479067530071,0.007999879890724815,0.018126887770582467,0.017094079376988924,0.017964036254842997,0.019672032226541347,0.03529398034661613,0.017020959087538534,0.012658397386714704,0.016949123017363288,0.028938786967409813,0.04859824299390003,0.024657338003821527,0.023437456639863852
-0.008241758241758212,-0.05769230769230771,-0.030612232755873436,-0.025179815640341552,-0.03829159778076163,-0.0317460761979701,2.220446049250313e-16,0.025210084033613356,0.008823568392623216,-0.022508038585209,-0.0022727792420650372,-0.008368153087155439,0.01249998297242172,0.0233333040519883,-0.021874999999999978,-0.016042780748663055,-0.05080225898773438,0.007633587786259444
-0.011079841112127342,-0.01530623168046552,-0.018653696137639487,-0.003690053347408684,-0.010719851922204038,-0.002049186253470281,-0.011869270809076515,-0.005464543968919822,0.0029154275505787197,-0.017198324428685297,1.4905475786974876e-07,-0.008438407938446302,7.161042980818877e-08,-0.009771732244481357,-0.027156501025638158,-0.03623141856116674,0.014084776211036099,0.003076571307034981
-0.011204481792717047,-0.03626943005181338,-0.006695159519405542,0.020370342113353646,0.009287978875439418,-0.008213583564937177,-0.009009051830873971,-0.03296703296703307,-0.020348778799073153,-0.011888610272161593,-0.02050106571478827,-0.012765924981299914,-0.012345662402606039,-0.006578999531566598,0.0016420361247946325,-0.003759398496240629,0.009722268177666082,-0.0014804451721894818
0.0028325177189150175,-0.005376415251034938,0.005263377098828403,-0.0036297599141106307,3.380749091785873e-07,-0.006211207762631843,-0.006060476515525104,-0.0056817505259070256,-0.008902115820539347,-0.006578896115637889,-0.04651169237927755,-0.004310320406867185,0.004166686216849236,0.006622600041067184,-0.016393554348902772,-0.0075477397351119135,-0.03438778786496188,-0.0060374616514139445
0.008474576271186418,0.010810810810810922,0.002631702638416944,-0.0036430010451853345,-0.02147245535605602,0.02083333333333348,-0.0060975642977767475,0.040000000000000036,-0.010439089051118677,0.023178807947019875,0.04878055872057829,0.008657958973509627,-0.004149396981637521,-0.009868393580041546,0.03333333333333344,0.0038022813688214363,0.03276354964316486,-0.010594478130638407
0.014005255008797235,0.03743336703022093,2.8178005484491564e-08,0.0054844807210610025,0.010971456508264144,0.020408199753446654,0.033742461645884125,0.013736442083462919,-0.011976062281698008,0.009708701479022697,-0.004651264433124247,0.0042913727042439564,0.02499979729270918,0.029900278045575934,0.02741937605284339,-0.015151292255855986,-0.001379328000639446,-0.01515149460986287
0.027624309392265234,0.030927835051546282,0.01047120035264637,0.003636377507989952,-0.0031007929750882512,-0.0019999694824217595,0.026706206726860415,-0.0027100271002710175,0.003030277782020807,0.009615384615384581,-0.018691681453631426,0.012820561935890318,-0.004065059858815001,-0.01935488753545045,0.017268445839874413,0.007692307692307665,0.0013812331742319994,0.0026806070279221106
