0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
85.24431268668897,46.72879455781158,107.09842519199147,41.92391705605538,27.966926966515587,35.632132252746636,25.39692489694552,8.423798465674176,54.31198418257538,14.699999809265137,27.263030141713667,3.616565942764282,21.40045413423316,40.555291565706284,39.25970133451713,122.07062692882266,14.458429788397453,106.62331537099986,2.0973689556121826,14.980077087879181
85.78842163085938,47.2801628112793,108.29283142089844,42.48503875732422,28.355039596557617,35.52924728393555,25.903738021850586,8.551431655883789,54.4561767578125,15.699999809265137,27.487417221069336,3.6165659427642822,21.633913040161133,40.89609146118164,39.81709289550781,124.05782318115234,14.387555122375488,108.0080337524414,2.0973689556121826,14.674361228942871
85.84886309649032,47.721272177103366,108.37245483631887,42.805673427002574,28.35504005093896,35.460665443908006,26.46686989737296,8.615248555290124,54.50424392154928,15.600000381469727,27.37522837948897,3.602656364440918,21.76620679357166,40.86768966426462,39.986732840711895,124.34174175651705,14.316679000854492,108.46960654625526,2.1393162502458223,14.674362831723652
85.72795104980469,47.44558334350586,107.97431945800781,44.008079528808594,28.26371955871582,35.35778045654297,25.73480796813965,8.551431655883789,54.792625427246094,15.5,27.26303482055664,3.602656364440918,21.828462600708008,40.89609146118164,39.81709289550781,125.19339752197266,14.316679000854492,108.0080337524414,2.190585136413574,14.857791900634766
85.72795816561786,47.25260010261855,108.0539497680493,44.088255469799314,28.366456941775255,35.3234877084017,25.734801029599033,8.583340255902622,54.648436994992956,15.5,27.263033421313175,3.602656364440918,21.836244696981822,40.83928045955461,39.502039775386145,124.34171447753907,14.245806284776503,107.0848881648137,2.190585136413574,14.980078372955324
86.03024291992188,46.31526565551758,109.5668716430664,43.92793273925781,28.246599197387695,34.94624710083008,25.903738021850586,8.8066987991333,55.12907409667969,16.0,27.375226974487305,3.602656364440918,22.412111282348633,41.464080810546875,39.526275634765625,124.90948486328125,14.458430290222168,108.0080337524414,2.190585136413574,15.285794258117676
86.15115744020036,46.756361207551365,109.96499634956307,44.72952999519567,28.26942965036687,35.01482776327783,25.734801029599033,8.838607249395265,55.2732561981994,16.0,27.37522837948897,3.588746309280396,22.474368133563463,41.66288033129379,39.429333496813335,125.19337005615235,14.600179627185943,108.00805237333653,2.2651586532592773,15.346935843743955
85.30476379394531,46.31526565551758,107.97431945800781,45.21049499511719,27.995468139648438,34.431819915771484,25.903738021850586,8.8066987991333,54.9848747253418,16.100000381469727,27.26303482055664,3.5887463092803955,22.256473541259766,41.464080810546875,39.3323974609375,124.90948486328125,14.458430290222168,108.93119812011719,2.2651586532592773,16.202939987182617
85.18384782531702,46.50824461357331,108.05395083506231,45.931933654973314,27.9212588884604,34.17119126879206,26.18530039165331,8.806698702871213,54.98486154670042,16.100000381469727,27.038646314964918,3.449647665023804,22.03079311650513,41.464084847626445,39.30815988516762,124.62559967041017,14.74192855291839,108.93115823770286,2.3117666915361945,16.50865621905362
85.24430847167969,46.45310592651367,107.89469909667969,45.77161407470703,28.052534103393555,34.53471374511719,25.903738021850586,8.934331893920898,55.27324295043945,16.200000762939453,27.375226974487305,3.4496476650238037,22.334291458129883,41.549285888671875,39.6959114074707,124.90948486328125,14.671053886413574,107.54644012451172,2.3770182132720947,16.69208526611328
