Time_Step,Stock_0,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Stock_6,Stock_7,Stock_8,Stock_9,Stock_10,Stock_11,Stock_12,Stock_13,Stock_14,Stock_15,Stock_16,Stock_17,Stock_18,Stock_19
23,0.06063628,0.04286174,0.04636858,0.032713775,0.06639337,0.03621867,0.042314954,0.040342335,0.062757045,0.0555998,0.052424084,0.03752704,0.04224349,0.05325164,0.046004064,0.070719846,0.056846466,0.045736384,0.06699704,0.042043358
24,0.06008692,0.042744424,0.045356296,0.033263035,0.06891685,0.03639241,0.04167319,0.04009408,0.06276069,0.054828316,0.052081816,0.037721742,0.041831776,0.052710608,0.045175064,0.07180645,0.057889268,0.044395365,0.06863411,0.041637607
25,0.059824776,0.043223206,0.045415845,0.03357842,0.06824424,0.036635153,0.041542728,0.040138874,0.06247648,0.054926794,0.0523617,0.037450943,0.041664287,0.052862402,0.045757134,0.07126762,0.05809252,0.04479357,0.06818337,0.04155992
26,0.059125677,0.0427259,0.045095768,0.03366676,0.070011586,0.036385294,0.04187672,0.040037192,0.062295765,0.054978896,0.051529575,0.037772592,0.04123468,0.053026237,0.045206547,0.07216783,0.058097217,0.044352513,0.06952488,0.04088834
27,0.060923833,0.042358123,0.04722058,0.033546336,0.06373058,0.036686566,0.042230915,0.0417076,0.06480544,0.056725692,0.051202625,0.036704578,0.04367938,0.051838104,0.04726071,0.06388625,0.060890716,0.04711078,0.06570352,0.041787677
28,0.060584206,0.042700674,0.046576194,0.034344845,0.065047406,0.037103735,0.041712508,0.04098514,0.06362506,0.05645504,0.051288992,0.036555134,0.0431418,0.052359406,0.047235753,0.06507923,0.060773514,0.04673097,0.06645552,0.041244797
29,0.05998294,0.04330293,0.04669068,0.034092873,0.064955086,0.037160575,0.041881833,0.041178573,0.06332532,0.056060113,0.051943976,0.03654929,0.04294473,0.052380856,0.047420017,0.06583373,0.060273353,0.04667854,0.06583313,0.041511383
30,0.060808543,0.041781396,0.051816124,0.02880737,0.058102977,0.035092343,0.04661676,0.044751603,0.06771939,0.055970043,0.052897643,0.037574824,0.045893572,0.05071827,0.04780867,0.062237382,0.057865344,0.04946237,0.058102094,0.045973286
31,0.060394865,0.04200969,0.051783264,0.02892625,0.05838027,0.035298526,0.046372227,0.044813395,0.06770551,0.055761777,0.053047247,0.037456974,0.045594282,0.050671086,0.04793061,0.06251578,0.058080655,0.04920906,0.058078073,0.045970466
32,0.06189599,0.04100248,0.053693056,0.027072359,0.055854574,0.034572285,0.049234748,0.04497693,0.06779379,0.0573479,0.052688118,0.037354596,0.046384536,0.051801234,0.04799228,0.061550085,0.054623373,0.0520141,0.055412676,0.04673487
33,0.06182806,0.040727437,0.053729173,0.027049191,0.05547292,0.03433244,0.049256064,0.045031622,0.067983285,0.057294566,0.052759986,0.03768048,0.046552703,0.05197145,0.0478765,0.06197942,0.054070503,0.05180509,0.055791233,0.046807818
34,0.06059,0.041425668,0.052114453,0.028034016,0.05681913,0.03460189,0.04868689,0.044337347,0.06651166,0.057725176,0.05318507,0.03758537,0.046246868,0.05313621,0.04700465,0.06531969,0.052250765,0.050682556,0.058572665,0.045169935
35,0.0602259,0.04146608,0.05081324,0.028029732,0.055861093,0.034175687,0.04928046,0.043640632,0.06562352,0.056339767,0.054951895,0.03899029,0.0458014,0.054605413,0.04612183,0.06800087,0.05010717,0.050166834,0.060168233,0.04563003
36,0.061868962,0.03982852,0.053783074,0.027077746,0.053062186,0.032906707,0.049421508,0.044951484,0.06844808,0.057146814,0.052910138,0.039158065,0.047225893,0.052117232,0.04783829,0.0632323,0.053072475,0.05152915,0.05723228,0.047189075
37,0.061936498,0.04038638,0.054006025,0.027321128,0.053956997,0.033325914,0.04887298,0.044886366,0.068096474,0.057093993,0.05267069,0.03842958,0.04680325,0.051497303,0.048432525,0.06247435,0.054590378,0.051665332,0.05640485,0.047149006
38,0.062094092,0.04084784,0.05409534,0.027216695,0.055314574,0.034395993,0.04873354,0.044953935,0.0687046,0.058359858,0.05158767,0.03676688,0.046800207,0.05046787,0.048548516,0.06061196,0.057052724,0.052095156,0.05496247,0.04639008
39,0.062473882,0.040400207,0.054390058,0.026838962,0.054292016,0.033841223,0.04940722,0.044930898,0.068565,0.05817099,0.051885456,0.037457075,0.047069695,0.051071275,0.048387494,0.060848996,0.055599917,0.05249642,0.055049237,0.046823956
40,0.060738873,0.042207543,0.05218188,0.028881261,0.058107723,0.03526754,0.046422757,0.044877965,0.06812652,0.05601311,0.052661825,0.03686953,0.045507032,0.049732573,0.04852002,0.06111419,0.05990803,0.04977512,0.05693673,0.046149805
41,0.061163392,0.041913953,0.052785903,0.02853843,0.057344977,0.034873664,0.04703813,0.044919576,0.06797077,0.056372914,0.052559,0.036964092,0.045744196,0.050034568,0.048728697,0.06091093,0.05887318,0.050491296,0.056438334,0.04633404
42,0.05988201,0.041927956,0.0512952,0.029679295,0.05744014,0.0345558,0.0455144,0.04477893,0.06827612,0.054488603,0.05376605,0.03832578,0.04511866,0.050084613,0.048365902,0.06374494,0.058593746,0.048308477,0.05915028,0.04670306
43,0.060439654,0.0416657,0.05220698,0.02900463,0.057005037,0.034328956,0.046196237,0.044877492,0.068250865,0.055591486,0.053035866,0.038018737,0.045759384,0.050161425,0.048399914,0.06310771,0.05799653,0.04916094,0.05831953,0.04647285
44,0.059737924,0.042795032,0.04690509,0.032007698,0.06349605,0.036281526,0.042857554,0.042108707,0.06570962,0.054242924,0.05380268,0.038023297,0.0439154,0.0517755,0.045368854,0.06795985,0.058339804,0.04515999,0.06602071,0.04349168
45,0.05837875,0.043170776,0.045974948,0.03178412,0.06328454,0.036607783,0.043616638,0.042086203,0.065368,0.053170446,0.055466164,0.038628645,0.04375279,0.052953858,0.044005435,0.07005489,0.056412604,0.044387713,0.067398146,0.043497577
46,0.058826674,0.043209836,0.046555378,0.031142363,0.06355422,0.036749102,0.04431062,0.041931745,0.06495726,0.054350052,0.054938424,0.037982445,0.044372227,0.053394407,0.04360242,0.069872476,0.055474084,0.044965934,0.06692526,0.04288507
47,0.05857923,0.04305534,0.046265513,0.03096451,0.063307725,0.036846247,0.044597156,0.04224827,0.06523342,0.0537644,0.055578824,0.03831071,0.044617884,0.05354561,0.04307526,0.07016404,0.05490359,0.044577893,0.06709171,0.043272696
48,0.058834635,0.042467177,0.045377705,0.031621173,0.06335192,0.03679093,0.044100415,0.04202736,0.06565316,0.05329363,0.055539966,0.038877185,0.044384085,0.05367298,0.042781923,0.0698439,0.055357195,0.04410291,0.06869188,0.043229997
49,0.059706394,0.04286501,0.046368677,0.031665105,0.06512978,0.03724489,0.043394443,0.041563194,0.0650845,0.054681566,0.05388957,0.03739698,0.044754162,0.052825052,0.043191902,0.06843336,0.057366736,0.044495698,0.06762404,0.042318966
50,0.0594551,0.041925654,0.0490103,0.030081883,0.060474664,0.035584785,0.044497244,0.043764748,0.06839597,0.053884342,0.05413839,0.038622838,0.04568196,0.05075816,0.045070786,0.06589451,0.058567014,0.04549528,0.063568346,0.045128025
51,0.05914328,0.04168825,0.04984988,0.029719608,0.0583819,0.034835223,0.045115322,0.044423684,0.068958454,0.05352049,0.054512482,0.03927883,0.04553481,0.05057571,0.046158843,0.06553372,0.058146343,0.046257056,0.06215635,0.046209842
52,0.059274364,0.040989835,0.049391583,0.03036625,0.058267668,0.03512809,0.04516103,0.044397626,0.0691508,0.0537353,0.05408154,0.039335277,0.04590254,0.05106774,0.0458194,0.06434021,0.058455806,0.046306256,0.06313528,0.0456935
53,0.059035555,0.041281324,0.050054077,0.030289397,0.058150016,0.03510836,0.0452238,0.04438807,0.068954885,0.053802073,0.053992696,0.039057102,0.045811627,0.050898194,0.046313636,0.06396101,0.059052736,0.046583958,0.06238082,0.04566064
54,0.058442377,0.04132093,0.049956623,0.03028821,0.057007313,0.034727436,0.045537062,0.044453762,0.06890617,0.05283297,0.055164553,0.039843988,0.045353748,0.051337548,0.046672046,0.06508058,0.057918094,0.046483506,0.06223035,0.046442688
55,0.05811768,0.041461926,0.050008997,0.03008872,0.05687323,0.034585133,0.045640565,0.044497676,0.06883447,0.05265841,0.05533374,0.040110655,0.045141064,0.051373195,0.046772476,0.065594606,0.057739828,0.046454076,0.06213033,0.046583287
56,0.05845667,0.041449577,0.050303474,0.029866297,0.056927662,0.034473576,0.045642886,0.044728685,0.06891079,0.052496575,0.055527568,0.03997175,0.045282144,0.050987888,0.047018215,0.06581587,0.05732092,0.046460256,0.061185703,0.047173437
57,0.05835025,0.041506477,0.050173998,0.029941432,0.057115052,0.03463979,0.045538947,0.044582553,0.06885438,0.05249848,0.05546296,0.039944403,0.045338772,0.051073965,0.04675197,0.06576429,0.057651874,0.046314575,0.06157101,0.046924856
58,0.058724694,0.04150731,0.048728477,0.030084487,0.0588666,0.035007805,0.045056704,0.043596487,0.068496235,0.052580416,0.055308796,0.04008914,0.045259453,0.05162866,0.044952717,0.067206666,0.05737182,0.045295287,0.064340614,0.045897644
59,0.058744043,0.041376647,0.048705187,0.030164799,0.05875855,0.03490938,0.04510104,0.043745674,0.06858312,0.0526436,0.055209294,0.040159915,0.045189474,0.05159762,0.045195486,0.067039564,0.057285804,0.045426007,0.064200625,0.04596425
60,0.05835357,0.042201515,0.04654858,0.031353515,0.06214723,0.03610364,0.044266228,0.04200245,0.06610921,0.05256058,0.055529617,0.03963829,0.04423226,0.053260628,0.043687534,0.069754295,0.05644301,0.04428942,0.067528054,0.043990426
61,0.058465514,0.04235891,0.0457329,0.031732153,0.06408157,0.036347747,0.043774046,0.04140585,0.06528773,0.052578997,0.055311996,0.03946385,0.04373373,0.053523004,0.04324976,0.071056366,0.056094386,0.043744173,0.06870779,0.043349467
62,0.0590998,0.04311322,0.045807414,0.03206517,0.0648603,0.036708333,0.04282801,0.040586513,0.06439653,0.053146902,0.05485555,0.038639646,0.04350018,0.05333194,0.04352688,0.070855096,0.05725788,0.0438827,0.068826504,0.042711392
63,0.058739763,0.04222446,0.046423502,0.030953147,0.062385313,0.035951857,0.0440851,0.041823864,0.066264994,0.05229926,0.05579198,0.03984886,0.044300564,0.053091858,0.043225992,0.07048042,0.056208428,0.04383365,0.06780595,0.044261053
64,0.0581459,0.041837066,0.04607691,0.03127153,0.06282975,0.03593966,0.044517,0.0421338,0.06618919,0.05247986,0.055393845,0.04002582,0.04399859,0.053489212,0.04324704,0.07050315,0.055802617,0.04391258,0.06833663,0.043869764
65,0.059579857,0.040515162,0.047536187,0.031110475,0.060666844,0.03516026,0.04458607,0.042671952,0.06800797,0.0535549,0.053685907,0.0401202,0.04489197,0.052435912,0.04438978,0.066775195,0.05782978,0.04514227,0.06697928,0.044360057
66,0.057475302,0.042088218,0.047014657,0.030259695,0.0609459,0.0355191,0.045275446,0.043419212,0.067189805,0.051843327,0.05647101,0.04036437,0.044296063,0.05277685,0.043787006,0.070699625,0.054966528,0.044171654,0.06603123,0.04540496
67,0.05845194,0.041071337,0.047788654,0.030213978,0.060275912,0.034965057,0.045209467,0.043595605,0.06826968,0.052473884,0.055099845,0.040532097,0.044766903,0.052084837,0.044323135,0.06868475,0.05632264,0.044685174,0.06560155,0.045583498
68,0.05790532,0.041354544,0.048368916,0.030087773,0.059207212,0.034836635,0.045604605,0.044377424,0.06849644,0.05269284,0.05521496,0.04034337,0.044630606,0.051839046,0.045255084,0.06791821,0.05625643,0.045389947,0.064318076,0.04590261
69,0.058338225,0.041678548,0.049851112,0.029541012,0.0576577,0.03472462,0.045587007,0.044732735,0.06890266,0.05314732,0.055128496,0.03979553,0.045068,0.05120711,0.04632531,0.06632275,0.057073355,0.04626773,0.0621514,0.046499398
70,0.05819947,0.04188127,0.04934236,0.029846156,0.058485918,0.035009444,0.045217622,0.04465117,0.06867959,0.052938513,0.05522314,0.03963182,0.044964742,0.051104184,0.046037585,0.06672247,0.05731013,0.045813635,0.06263126,0.046309527
71,0.057892557,0.04207621,0.04914568,0.029743705,0.058264527,0.03488968,0.045485348,0.044445194,0.06837255,0.0528257,0.05562709,0.039898824,0.04464789,0.05158299,0.045908745,0.06748888,0.056620553,0.045830756,0.063048914,0.04620422
72,0.058960494,0.041628487,0.051239576,0.029099697,0.057214573,0.0347623,0.04598081,0.045027345,0.06888991,0.054474335,0.0541018,0.03880361,0.04564336,0.05080802,0.047117673,0.0647562,0.057439137,0.047455493,0.06024824,0.046348862
73,0.060078096,0.04077555,0.052839268,0.028071297,0.05559911,0.034171734,0.047315273,0.045296114,0.06908709,0.055598248,0.05345267,0.03872983,0.046360016,0.051175006,0.047629092,0.06372352,0.055799525,0.049063988,0.058361847,0.046872765
74,0.0588536,0.042093303,0.048877534,0.029420104,0.060019508,0.035494834,0.045673225,0.04400966,0.0678109,0.053766776,0.055171534,0.039034106,0.04568846,0.051895685,0.04458663,0.06752443,0.055616688,0.045676585,0.06352811,0.045258354
75,0.05896999,0.04195249,0.05008179,0.029365884,0.05936851,0.035302617,0.045305792,0.044576533,0.068777345,0.05392565,0.054335304,0.0387445,0.045904715,0.050643463,0.045738194,0.06534271,0.057945855,0.04611887,0.06189097,0.045708857
76,0.059406374,0.041520618,0.051311567,0.029075945,0.056845278,0.03422689,0.04589955,0.044759635,0.069023445,0.054228477,0.054043576,0.039221287,0.045580998,0.0504663,0.04739084,0.064621866,0.057842337,0.047628548,0.060243618,0.046662852
77,0.05992138,0.040879477,0.052085448,0.028500035,0.05541753,0.03357719,0.04699108,0.044836085,0.06883874,0.054576866,0.05403955,0.039667897,0.04589065,0.051067535,0.0477003,0.06481463,0.0560073,0.048616502,0.05935477,0.047217052
78,0.059113666,0.04130329,0.04977684,0.029840106,0.05806911,0.034585785,0.045063384,0.044489205,0.069261126,0.053337485,0.054393876,0.039814487,0.045458205,0.05065122,0.046418518,0.06516653,0.058341287,0.046198927,0.062432468,0.04628463
79,0.059695292,0.041336223,0.04951893,0.0301267,0.05916968,0.034859102,0.04444787,0.043964762,0.06909782,0.053901445,0.05368747,0.039334472,0.04555644,0.050535195,0.046070736,0.064706855,0.059242904,0.045969456,0.06329925,0.045479394
80,0.060244087,0.04154275,0.050178107,0.029785514,0.060770746,0.03542093,0.044452522,0.043891694,0.06924323,0.055795338,0.052227106,0.03767009,0.046233077,0.049938306,0.04576872,0.06388452,0.05975999,0.04638403,0.062480696,0.04432847
81,0.06010834,0.041570615,0.05029191,0.029377617,0.060659483,0.035375055,0.044630308,0.043690205,0.06960211,0.05526095,0.052614912,0.03798386,0.046404473,0.049888864,0.045259483,0.064254135,0.05974,0.046070956,0.0626786,0.044538125
82,0.058985747,0.041839134,0.048984364,0.030058872,0.059992604,0.03559799,0.04497081,0.043759782,0.068619244,0.05424003,0.054098185,0.038768724,0.04580389,0.0512987,0.044939436,0.065631084,0.057828914,0.04583557,0.06417498,0.04457206
83,0.06036544,0.04065428,0.050424084,0.02897037,0.05751955,0.03439417,0.046333455,0.04426882,0.06929826,0.055049304,0.053611923,0.039417762,0.04662154,0.051452056,0.045675907,0.06453085,0.05606633,0.047404975,0.06232683,0.04561394
84,0.05934311,0.042272475,0.04655797,0.03266205,0.0629628,0.036293548,0.043027073,0.04097319,0.065706216,0.054758213,0.05303845,0.038615413,0.0437017,0.053233095,0.04481939,0.066183634,0.059466604,0.045397945,0.06931734,0.0416698
85,0.058680486,0.04225927,0.046104982,0.032082967,0.062913045,0.0361296,0.043660652,0.041521423,0.065972,0.05380076,0.054193623,0.03932947,0.043680426,0.053480662,0.044148885,0.06780036,0.05772202,0.04473577,0.069408804,0.042374823
86,0.060309075,0.04061503,0.049267337,0.031930782,0.05931127,0.035970714,0.043948147,0.04248311,0.06875938,0.056848682,0.050845835,0.03770578,0.04602083,0.051590677,0.045753077,0.060640626,0.06256589,0.047284324,0.06600516,0.042144272
87,0.060408074,0.040648684,0.04902309,0.0322075,0.059605297,0.0359761,0.043772243,0.042555667,0.0683864,0.056749478,0.050875206,0.037749857,0.045828592,0.05167357,0.045979198,0.060655896,0.06235194,0.047303174,0.0660771,0.04217292
88,0.05931853,0.041085247,0.0501971,0.030832488,0.05889877,0.036212347,0.0449438,0.043625418,0.06962794,0.05645868,0.05162745,0.037248835,0.046625584,0.050750326,0.04576041,0.061219018,0.061884362,0.04733212,0.06312184,0.043229803
89,0.059664607,0.041139174,0.05019539,0.03075351,0.059448842,0.03613514,0.044804137,0.043778468,0.069385454,0.056227583,0.051700056,0.037294198,0.046576377,0.050555915,0.045946788,0.061243847,0.061666965,0.04725865,0.06269284,0.04353209
90,0.059140883,0.04216299,0.051512018,0.02979822,0.058811717,0.036018834,0.045480072,0.04445478,0.069197394,0.056420833,0.0519989,0.036557864,0.04591485,0.049632076,0.047507036,0.06157982,0.061763227,0.048399035,0.05908654,0.04456287
91,0.059214067,0.042046692,0.051886197,0.029617323,0.058233302,0.03592692,0.04580173,0.04443641,0.06924424,0.056879774,0.051779106,0.03643829,0.045999344,0.04976732,0.04764421,0.0613763,0.061566927,0.04886592,0.058785368,0.044490524
92,0.05926225,0.041895565,0.05079643,0.030467069,0.059351172,0.036401004,0.044991646,0.04424341,0.069023736,0.05643972,0.051789537,0.036508918,0.046138547,0.04987344,0.04699856,0.06132233,0.06221867,0.04791635,0.060316637,0.044045005
93,0.05928606,0.041833445,0.050736077,0.03057417,0.05916915,0.036474373,0.044970755,0.04417005,0.06906608,0.05667271,0.05164125,0.03638883,0.04613961,0.049905803,0.04699483,0.06120385,0.062427994,0.04800899,0.060438234,0.04389777
94,0.05941751,0.04175045,0.05074172,0.030080758,0.059160717,0.03657262,0.04551009,0.043868124,0.06917514,0.055991534,0.052197732,0.036752228,0.04649306,0.05026481,0.046055898,0.06129724,0.062072497,0.047823325,0.060589712,0.044184785
95,0.059932984,0.04130872,0.050430637,0.030575091,0.059428863,0.03663446,0.045172267,0.04355635,0.068795204,0.05623861,0.051777218,0.03683209,0.046743143,0.050695565,0.045774948,0.060805477,0.062204797,0.047684446,0.06172727,0.04368183
96,0.059243385,0.042003307,0.05086919,0.030153248,0.059164885,0.036508873,0.04545448,0.04396108,0.0687132,0.055682477,0.0524474,0.036826998,0.046245422,0.050310295,0.04641485,0.06136246,0.06207517,0.047864467,0.060349267,0.0443495
97,0.05965184,0.0422356,0.050955415,0.029726354,0.059235264,0.036504805,0.04575391,0.044026542,0.06858723,0.05551528,0.052692585,0.03673641,0.045971837,0.05010559,0.04664403,0.06117928,0.06207228,0.048244994,0.059279308,0.044881415
98,0.059913613,0.041402593,0.050437916,0.03058674,0.059942897,0.03650584,0.04523461,0.04371254,0.06789164,0.055256896,0.052448828,0.037452467,0.04663168,0.051131707,0.046117734,0.060937926,0.061343364,0.047500886,0.06142289,0.044127088
99,0.05959354,0.041696705,0.050681625,0.030133303,0.05962096,0.03636288,0.0455749,0.043916345,0.06799671,0.054784812,0.05300856,0.037642717,0.046436436,0.051009305,0.046222195,0.061375502,0.061045565,0.047520168,0.060705665,0.044672113
100,0.060624193,0.040932674,0.05035709,0.0315394,0.06025208,0.036490057,0.044449393,0.0427131,0.06764404,0.05673746,0.050817925,0.036986005,0.046619017,0.051444735,0.046227504,0.059867106,0.06259588,0.047952075,0.0631642,0.04258602
101,0.060912218,0.040771414,0.050116494,0.031406894,0.05986866,0.036605135,0.04476058,0.042849924,0.06804561,0.057171654,0.050703216,0.03677493,0.046734333,0.051446635,0.04593616,0.059514128,0.062374756,0.048288826,0.063122496,0.04259585
102,0.06162969,0.040813413,0.05058123,0.031962242,0.061007693,0.03623419,0.043476183,0.042009715,0.06707798,0.057349376,0.049769178,0.03673587,0.04624346,0.05107893,0.046942197,0.05940196,0.06413645,0.048051618,0.063360184,0.042138424
103,0.062526785,0.04055179,0.050610155,0.032253735,0.06152386,0.03637256,0.043081645,0.041442774,0.06715636,0.05892013,0.048427377,0.035882413,0.046320327,0.050852947,0.046874713,0.05855701,0.0650935,0.04857169,0.06380166,0.04117862
104,0.06191886,0.04096777,0.050024364,0.0329126,0.06190414,0.03645255,0.04275786,0.04094159,0.06666475,0.059461176,0.0482311,0.03570415,0.04563144,0.051425073,0.046796955,0.05900006,0.06495262,0.04860881,0.0655018,0.040142268
105,0.06132306,0.04136041,0.05061637,0.032536678,0.061587237,0.036367036,0.04299246,0.041623633,0.06683233,0.058893155,0.048705127,0.0357107,0.04563144,0.050859682,0.047437172,0.05929098,0.06475282,0.04872562,0.0638356,0.0409185
106,0.062089954,0.04144122,0.049707424,0.033064336,0.06310831,0.036646646,0.042456493,0.040453915,0.06520889,0.058698516,0.04880906,0.035802532,0.045307226,0.051879793,0.046654653,0.0604653,0.064073816,0.0482287,0.065582134,0.040321004
107,0.061754357,0.04162291,0.049656875,0.033066258,0.062816635,0.036611445,0.042566534,0.040519312,0.06509586,0.058401857,0.049153343,0.03596477,0.045111287,0.05202105,0.046770304,0.06077166,0.06384463,0.048245385,0.06553112,0.040474366
108,0.062420174,0.041208312,0.04703732,0.033800963,0.067157224,0.03758774,0.04192833,0.03960276,0.06475543,0.05898627,0.049154945,0.03532437,0.04576452,0.053364027,0.043210536,0.06365125,0.059596565,0.04693599,0.06954291,0.038970314
109,0.063540034,0.040881462,0.04846525,0.033125397,0.06544963,0.036978982,0.04211491,0.03958522,0.06490639,0.05909316,0.048531022,0.035639975,0.04581336,0.052494016,0.044749834,0.061704937,0.062134746,0.04743818,0.067682475,0.03967109
110,0.062290434,0.04166403,0.04725255,0.033074208,0.06684443,0.037477702,0.04240037,0.040134024,0.064747386,0.058440145,0.049748994,0.035558674,0.04542622,0.052780233,0.043942858,0.06391037,0.059852775,0.04651057,0.06820579,0.03973829
111,0.061731808,0.042372752,0.04725076,0.033177365,0.06695818,0.037427735,0.042231914,0.04018145,0.064003296,0.057944734,0.050248157,0.03562991,0.044717595,0.052726556,0.044674303,0.06474561,0.05985525,0.04649832,0.06764193,0.039982315
