Time_Step,Stock_0,Stock_1,Stock_2,Stock_3,Stock_4,Stock_5,Stock_6,Stock_7,Stock_8,Stock_9,Stock_10,Stock_11,Stock_12,Stock_13,Stock_14,Stock_15,Stock_16,Stock_17,Stock_18,Stock_19
250,0.058830407,0.048865855,0.045925688,0.03583269,0.06830102,0.044446625,0.041774154,0.037421606,0.06662962,0.061233338,0.053677995,0.035910696,0.03787552,0.05597074,0.03966794,0.053945225,0.053504918,0.045355406,0.07910865,0.035721965
251,0.0603605,0.048264008,0.045697447,0.034642253,0.067562215,0.043193813,0.042233445,0.036931086,0.064179555,0.06181907,0.055066522,0.035155613,0.03814905,0.056121938,0.039567024,0.05484655,0.052783966,0.047121726,0.07990009,0.036404077
252,0.05710237,0.050147615,0.048546158,0.037753373,0.07039831,0.046647266,0.04183454,0.03607251,0.066609025,0.057080947,0.05363612,0.036864337,0.037817605,0.05479511,0.037668053,0.052205727,0.054668978,0.042627566,0.08350067,0.034023784
253,0.057223618,0.050106183,0.048764247,0.037479952,0.070491515,0.04663987,0.041855954,0.036217127,0.06659959,0.05680941,0.053840023,0.036786683,0.037703205,0.05474785,0.03776834,0.052429352,0.05453354,0.042696524,0.08321195,0.034095008
254,0.057928026,0.051476203,0.050460096,0.03934735,0.06896229,0.044938967,0.04137648,0.04003192,0.06538232,0.051020537,0.05665287,0.03688239,0.0352055,0.057353314,0.03419909,0.058738433,0.05119773,0.044815116,0.07837849,0.03565292
255,0.056940228,0.05288566,0.049334906,0.039345175,0.071888424,0.044787917,0.041198775,0.041296117,0.066681296,0.050021425,0.05629145,0.037537463,0.03562755,0.055313833,0.034382574,0.05910898,0.051082533,0.044978607,0.076125555,0.035171475
256,0.055222638,0.054684076,0.049285464,0.04183621,0.074242964,0.04266815,0.03975845,0.042744227,0.06685148,0.048463214,0.055739213,0.03931313,0.036261722,0.053457033,0.03343347,0.06078397,0.05117922,0.044969354,0.07303363,0.03607229
257,0.057341404,0.051748287,0.050364062,0.03990692,0.07048608,0.04395093,0.040834032,0.040946167,0.066618964,0.05094154,0.055697925,0.037926637,0.03592634,0.05524645,0.034942634,0.05806326,0.05221964,0.04462962,0.076160096,0.036049083
258,0.05545381,0.05382871,0.052397214,0.04215273,0.06890336,0.041519035,0.040332533,0.042908687,0.06764734,0.0490251,0.05457467,0.03934829,0.036666382,0.05372792,0.034074847,0.058897696,0.053533554,0.047435727,0.0706515,0.03692092
259,0.055018485,0.054107577,0.051645968,0.041580077,0.06997261,0.042420562,0.040664513,0.04249688,0.06647719,0.048673537,0.055760797,0.038935535,0.036336005,0.054140452,0.034083586,0.059845705,0.052765857,0.04677168,0.07188222,0.036420766
260,0.056866534,0.051852804,0.05414017,0.04041676,0.06625686,0.04195836,0.04123381,0.042458694,0.06791211,0.050289176,0.054523326,0.03852281,0.036800444,0.053716335,0.035601243,0.056234803,0.054951355,0.047980554,0.0713372,0.0369467
261,0.05494486,0.05380658,0.05162649,0.041760955,0.06913271,0.043055043,0.041001037,0.042064384,0.066085696,0.04910844,0.055866238,0.03853533,0.036371548,0.054884426,0.033992115,0.05919866,0.05269993,0.046955325,0.07288729,0.036022946
262,0.054143574,0.055302087,0.050869264,0.041675188,0.0722766,0.04294565,0.040375996,0.042392842,0.0665321,0.048072264,0.05591488,0.039019294,0.036523134,0.05366943,0.033393282,0.06028534,0.05206139,0.046418115,0.072449125,0.035680495
263,0.054073997,0.055149257,0.050367724,0.04202919,0.07212787,0.04337693,0.040507223,0.042093452,0.06600482,0.04812894,0.05614139,0.03881705,0.036458068,0.05431403,0.033105083,0.060671225,0.051781505,0.046276018,0.073110655,0.035465546
264,0.054565664,0.0546396,0.050073147,0.041642305,0.07287432,0.043658808,0.040416438,0.041539513,0.06621077,0.04809177,0.055884626,0.038696997,0.03659508,0.054344956,0.0328635,0.060641047,0.05201502,0.04611317,0.074117154,0.035016056
265,0.055765558,0.05323359,0.05031484,0.04021858,0.07120464,0.045069166,0.041194387,0.040462095,0.06570689,0.04931359,0.05641565,0.03750732,0.036080945,0.055903036,0.033413753,0.05951574,0.05167636,0.045687396,0.076587506,0.034728993
266,0.06062246,0.048215453,0.04993234,0.03547439,0.070355445,0.04685207,0.042440176,0.037821304,0.06627373,0.052278955,0.0557608,0.03561674,0.035819393,0.056606036,0.037129,0.057446834,0.05286246,0.044584826,0.07943318,0.034474395
267,0.058299545,0.048090424,0.04926796,0.035524037,0.07406173,0.04583562,0.041151658,0.03612387,0.06813954,0.055168923,0.05284809,0.03718321,0.03860264,0.052653752,0.040012885,0.05439477,0.05628578,0.043306116,0.07845005,0.034599364
268,0.060845636,0.046633113,0.047290996,0.03298698,0.07096732,0.042887557,0.041572154,0.037861,0.06684207,0.0584105,0.053178046,0.035442255,0.038336907,0.05458766,0.04228505,0.057498768,0.054676387,0.047752988,0.07460994,0.035334647
269,0.061758187,0.04705461,0.04751534,0.032826792,0.06996774,0.04330571,0.042038158,0.038132038,0.066101745,0.05731796,0.054345995,0.03498283,0.03748419,0.0553094,0.04117698,0.05813472,0.053755138,0.048135962,0.0753186,0.035337888
270,0.06303204,0.04646831,0.04957864,0.032850213,0.06789264,0.044493474,0.0425975,0.039879877,0.06497601,0.053701904,0.056620102,0.033876356,0.03465001,0.05890908,0.039310597,0.061011795,0.051067404,0.048137795,0.07608559,0.03486065
271,0.06267519,0.04621238,0.04863116,0.03308471,0.067058235,0.043756735,0.042023696,0.04056048,0.06634734,0.05555047,0.0553772,0.033837534,0.03504575,0.058565304,0.040047288,0.061002396,0.05128783,0.0484494,0.07546312,0.035023756
272,0.059830695,0.047639456,0.04693595,0.03470609,0.068715595,0.044200953,0.04157053,0.038709752,0.0668126,0.059754748,0.053910393,0.03523059,0.037361853,0.056833312,0.040438116,0.056315303,0.052499164,0.046398822,0.07668265,0.035453483
273,0.05845714,0.048498835,0.046703793,0.035972815,0.069289185,0.044780754,0.041285764,0.03806004,0.06732857,0.060574416,0.05315942,0.03578768,0.03805816,0.055929754,0.0399068,0.05460971,0.053096045,0.04509506,0.07815683,0.035249215
274,0.05857198,0.050396573,0.04931095,0.038343314,0.07138761,0.04562953,0.041434057,0.040174827,0.06647003,0.05073509,0.05596409,0.03665414,0.03564269,0.056432065,0.035042122,0.05908907,0.051314358,0.044847008,0.07792239,0.03463808
275,0.058904447,0.050048493,0.049567197,0.0378617,0.07153741,0.045370463,0.041390974,0.04015304,0.06628414,0.05047719,0.056230996,0.03663251,0.03545583,0.056351297,0.03539414,0.05943069,0.051394634,0.044900917,0.07783962,0.03477421
276,0.056804825,0.04846962,0.047798686,0.037493598,0.071250394,0.04533135,0.040292107,0.03835697,0.069180824,0.05870585,0.052052345,0.036726482,0.038058612,0.05477959,0.03965784,0.05457754,0.053837094,0.043136004,0.07885482,0.034635615
277,0.05668133,0.05034688,0.04780471,0.03805144,0.072111726,0.04396388,0.040235937,0.03977652,0.068397254,0.05684285,0.052612584,0.037034705,0.038244475,0.0538889,0.038460474,0.05603344,0.053086307,0.044947226,0.07719298,0.03428649
278,0.059289817,0.045859028,0.04681207,0.03478206,0.070417814,0.039914284,0.0411218,0.039082665,0.06817825,0.060643032,0.04991601,0.03626796,0.041897185,0.0540587,0.043047253,0.05824455,0.055058982,0.04763319,0.0735426,0.034232672
279,0.059177835,0.0462114,0.046247806,0.035333514,0.06913129,0.040054437,0.040921826,0.03964843,0.069349736,0.061357647,0.049288332,0.03616236,0.04112004,0.05427897,0.04293473,0.058243856,0.05535938,0.047294088,0.07361571,0.034268554
280,0.056483336,0.04250668,0.049375,0.03541081,0.06835465,0.03618191,0.040469654,0.04177362,0.06923462,0.05819257,0.050286174,0.035811532,0.04520149,0.054411933,0.042105228,0.06435405,0.05273544,0.049951535,0.06955565,0.037604216
281,0.057843797,0.042952202,0.049140576,0.03505538,0.06913413,0.036881857,0.04071877,0.040613115,0.06814432,0.058751337,0.04996539,0.03565673,0.04405044,0.05434094,0.04286783,0.062426325,0.05419406,0.049207762,0.07135014,0.03670483
282,0.058613926,0.043862235,0.04767306,0.03516022,0.06902957,0.038276333,0.04104688,0.04001266,0.06776743,0.060529158,0.049902152,0.03563452,0.04167204,0.05478166,0.043039016,0.060665198,0.054777265,0.04761322,0.07374106,0.03620237
283,0.058822278,0.044197176,0.047674645,0.035214525,0.06898211,0.038558505,0.04074636,0.040011656,0.06841566,0.06038075,0.049566396,0.03568751,0.041292243,0.054657836,0.043343205,0.060216483,0.05533106,0.047626667,0.07345043,0.03582452
284,0.056015503,0.042629626,0.049404915,0.03573227,0.067788616,0.036302816,0.040040765,0.041835755,0.06914702,0.057890236,0.051208984,0.03610681,0.04481712,0.054848444,0.04152155,0.065410264,0.05206147,0.04994463,0.068945035,0.038348157
285,0.055665065,0.042811118,0.049143523,0.035494838,0.06802632,0.036500733,0.040389534,0.0419029,0.0690428,0.058377244,0.051398188,0.035956647,0.0450681,0.054561518,0.041245338,0.06502876,0.051640563,0.050064772,0.06946436,0.038217604
286,0.05722234,0.042229626,0.048784144,0.03569431,0.068456784,0.036795724,0.041037522,0.04110259,0.067883454,0.05925949,0.050202437,0.035994433,0.043871973,0.055849824,0.042354587,0.06357216,0.053026658,0.047855474,0.071275376,0.037531
287,0.05637378,0.042310774,0.048509244,0.035885204,0.06793815,0.036756016,0.041087043,0.041809242,0.068880506,0.059311096,0.050219823,0.036105614,0.04404891,0.055931423,0.042016026,0.06414638,0.052321468,0.048152015,0.0704264,0.037770953
288,0.058630694,0.044484563,0.04821358,0.034719538,0.070096314,0.04082474,0.040023535,0.03944131,0.06843338,0.06045914,0.05078798,0.035537846,0.039322175,0.054912776,0.043569423,0.059024755,0.054643717,0.04619138,0.07491915,0.035763945
289,0.058317084,0.04392118,0.048298787,0.03455801,0.069859676,0.040377013,0.040279653,0.039645493,0.068418555,0.060408648,0.05078675,0.03523487,0.039581597,0.054763537,0.043476146,0.059582375,0.05451222,0.046742324,0.075057104,0.036178973
290,0.0581916,0.04498229,0.04783711,0.035277277,0.06879489,0.04111988,0.03997351,0.039694328,0.06823772,0.061638974,0.051296443,0.03527431,0.038916685,0.05525494,0.04263199,0.058854602,0.053636923,0.045754086,0.07638068,0.036251813
291,0.058026887,0.045121193,0.047738068,0.03529442,0.06894084,0.041393068,0.040053025,0.039638434,0.06823708,0.06175643,0.051385473,0.03534062,0.03896081,0.05534728,0.04251558,0.058668632,0.05340999,0.045659006,0.07639515,0.036117967
292,0.05795245,0.04615667,0.04812958,0.03560265,0.06873257,0.042392395,0.039484184,0.039231066,0.067962356,0.061983302,0.052123647,0.035353836,0.03885355,0.05549733,0.0418598,0.05772961,0.052800357,0.045308117,0.077118956,0.03572769
293,0.058174405,0.045830354,0.047992695,0.035407983,0.068986416,0.04180158,0.03971145,0.039114382,0.06761181,0.061816923,0.051976092,0.03542309,0.03917278,0.05525496,0.042071335,0.058127128,0.053142264,0.045679957,0.076945506,0.035758946
294,0.057758424,0.046473067,0.047481645,0.03552438,0.068937875,0.0416341,0.03980673,0.03966476,0.06898754,0.06150896,0.051321875,0.035938714,0.03948537,0.0550074,0.04234221,0.05822176,0.05362305,0.04623264,0.07474771,0.035301834
295,0.057953637,0.0459574,0.04760263,0.035044782,0.06968256,0.04128383,0.039905984,0.039631467,0.06901609,0.060907736,0.05118397,0.035998993,0.03963023,0.054628182,0.042893644,0.058638286,0.054057736,0.046582762,0.07407691,0.035323177
296,0.055600055,0.04215704,0.049926225,0.03526641,0.06847507,0.036032792,0.04027672,0.04193817,0.06904154,0.0575578,0.05110061,0.03581481,0.045472052,0.054300614,0.04186675,0.065380804,0.05207135,0.050655298,0.068685375,0.03838053
297,0.056654304,0.042375214,0.04972832,0.03485055,0.06917561,0.036939092,0.04069827,0.040944137,0.0683402,0.05818555,0.05054467,0.035569824,0.04374491,0.054484215,0.043084666,0.06336374,0.053755667,0.049753312,0.07024822,0.03755957
298,0.055084065,0.041248575,0.049665697,0.03569957,0.06751819,0.03534457,0.04052291,0.042409502,0.069168486,0.05717506,0.051066156,0.036324438,0.046022452,0.05502123,0.041955158,0.067077,0.051281508,0.050632156,0.06767619,0.039107095
299,0.05461394,0.04131791,0.050016966,0.03593878,0.06724584,0.035511807,0.04006278,0.042570166,0.06952289,0.0566796,0.05133429,0.036478173,0.04595853,0.054909933,0.041997384,0.06728466,0.051255822,0.05114389,0.06671431,0.03944231
300,0.05409093,0.04049257,0.049680702,0.03639746,0.065988295,0.034501128,0.040230505,0.04305886,0.06939866,0.056047283,0.05190828,0.03732043,0.047083512,0.055707842,0.041352,0.06980102,0.049628455,0.051286723,0.06546379,0.04056149
301,0.055657625,0.04116015,0.049166366,0.035899375,0.06745011,0.035301786,0.040978387,0.042365085,0.06857474,0.057939775,0.05082475,0.036509927,0.045934144,0.05591913,0.041594837,0.06685711,0.051169332,0.04926728,0.06844183,0.038988326
302,0.057661764,0.041338474,0.048352756,0.03507455,0.06927941,0.03650462,0.04222874,0.04070548,0.06705969,0.059331276,0.04944125,0.036279578,0.044072874,0.05600221,0.043614075,0.06309964,0.053938635,0.047637783,0.07129287,0.037084334
303,0.05756953,0.04139982,0.04830513,0.035104524,0.06927566,0.036504176,0.042246774,0.04080229,0.06708189,0.059495386,0.049473573,0.036194704,0.044256333,0.05596545,0.04336565,0.06313268,0.053727303,0.047587484,0.07142927,0.037082344
304,0.05747985,0.041499175,0.04837386,0.035237443,0.06884169,0.036935415,0.04237613,0.04075054,0.06695614,0.060082156,0.04952043,0.035945177,0.04383002,0.05638855,0.043203883,0.06245198,0.05351609,0.047048286,0.07249965,0.037063483
305,0.05780602,0.041400813,0.04830456,0.035058055,0.06912249,0.036906533,0.042455107,0.040617637,0.06688898,0.06005952,0.049301982,0.035932668,0.043660354,0.056250136,0.04354221,0.06225542,0.053910635,0.04700465,0.07262684,0.036895372
306,0.05607206,0.04048853,0.048865035,0.03554913,0.06740833,0.035405036,0.041622497,0.042015202,0.06797183,0.057833564,0.050739843,0.036853913,0.04605012,0.056407154,0.042011302,0.06687415,0.051508036,0.048897088,0.0684293,0.038997818
307,0.055575863,0.040395863,0.049082175,0.035770133,0.06693388,0.035172224,0.041316602,0.042358525,0.0681867,0.05744645,0.051145896,0.036956668,0.046475075,0.05645405,0.041539464,0.067738086,0.0509019,0.049234472,0.067785606,0.03953028
308,0.054596405,0.040850025,0.049149588,0.035990812,0.066990584,0.035722688,0.041116357,0.042870883,0.068909615,0.05760381,0.05135605,0.036772218,0.04617981,0.05650058,0.041120183,0.0678051,0.050749592,0.049299344,0.06668703,0.03972923
309,0.055034067,0.04088131,0.048953187,0.03586921,0.06732929,0.03592699,0.041274868,0.04269562,0.06898379,0.057859097,0.050877806,0.036733054,0.045597564,0.05645115,0.04170083,0.06700108,0.05135911,0.04893459,0.06722571,0.03931157
310,0.05572898,0.038558662,0.049141522,0.036523815,0.0633053,0.034809254,0.040875062,0.04095436,0.06579206,0.054774757,0.052842773,0.039495602,0.047305536,0.056448285,0.0429002,0.0691216,0.051665276,0.05252374,0.06525211,0.04198116
311,0.055155534,0.039497368,0.049025,0.036152866,0.064811885,0.034788616,0.04116976,0.04209741,0.067568146,0.055969365,0.05217064,0.038317304,0.04722535,0.056538485,0.041769013,0.06939899,0.05068644,0.051204897,0.06539285,0.041060142
312,0.054807097,0.041069366,0.048621953,0.036497645,0.06629797,0.03564119,0.041186325,0.042852778,0.06883865,0.058038604,0.050976112,0.03697242,0.046326935,0.056406885,0.041125968,0.06721835,0.050988078,0.049434613,0.067140386,0.039558675
313,0.05485014,0.041345894,0.048539836,0.03655706,0.06635751,0.035759598,0.041342817,0.04282937,0.068796314,0.05849989,0.050861977,0.036817517,0.046292234,0.056633655,0.040902495,0.06683428,0.05082658,0.04905147,0.06761087,0.03929044
314,0.0542962,0.041663352,0.048425652,0.036869742,0.06567842,0.03625062,0.04105278,0.043073576,0.06934324,0.058543596,0.051051307,0.036852427,0.045794517,0.05637344,0.040903445,0.06649506,0.05100297,0.04955085,0.06721218,0.039566513
315,0.054867614,0.04357215,0.04691337,0.03640614,0.06619646,0.038452547,0.04185731,0.042123653,0.06914512,0.061261367,0.050856914,0.03625563,0.04314073,0.05604189,0.04125999,0.06267884,0.051853094,0.04831215,0.0708628,0.03794222
316,0.055735286,0.04518718,0.04696252,0.036394853,0.066249974,0.040108856,0.04129439,0.040750794,0.067456886,0.063011326,0.052337352,0.03553625,0.041717783,0.056219984,0.04001972,0.060767367,0.05083406,0.046776246,0.075175524,0.037463743
317,0.055892657,0.044971798,0.046926856,0.036301237,0.066316456,0.039759103,0.041373428,0.04086176,0.06761906,0.06285183,0.052013755,0.035505638,0.04183782,0.056021575,0.040247746,0.060929134,0.051128812,0.046997085,0.07498601,0.03745823
318,0.05512633,0.04535815,0.0461466,0.03813943,0.065299444,0.04067265,0.0405001,0.04113195,0.06796363,0.06259068,0.051762417,0.03716623,0.042695973,0.055395253,0.04055852,0.059346788,0.051758286,0.047749422,0.07335935,0.037278827
319,0.055418454,0.045752283,0.04612373,0.03734603,0.065595254,0.040355414,0.0409526,0.041029964,0.06801544,0.06312552,0.05194814,0.03647235,0.04248273,0.05561326,0.040044658,0.05998103,0.051104203,0.047379293,0.07425615,0.03700351
320,0.056709215,0.047181435,0.045554545,0.03727972,0.065853335,0.040788207,0.040795084,0.040167503,0.06755152,0.06403774,0.051878538,0.036205653,0.04117909,0.055700302,0.039805923,0.059054792,0.051540427,0.046537984,0.07598165,0.03619727
321,0.056132387,0.04676421,0.04534969,0.03736927,0.065864466,0.040662114,0.041161984,0.040511306,0.067790076,0.0639652,0.0516012,0.03651617,0.041711845,0.055650976,0.040074203,0.059045985,0.05151874,0.0468337,0.07527274,0.036203783
322,0.054076727,0.05066597,0.046556905,0.0395141,0.07087273,0.040118836,0.038011644,0.042099483,0.06965322,0.059490126,0.051743213,0.03813045,0.041257523,0.052266084,0.038707778,0.060431957,0.052178465,0.047166597,0.070385955,0.03667219
323,0.055380944,0.04868214,0.046905335,0.037793018,0.06764862,0.04155437,0.038991023,0.041048888,0.0695197,0.061628297,0.05246843,0.036533676,0.04053985,0.054657727,0.03931125,0.05962138,0.051374916,0.046793092,0.072896376,0.036651038
324,0.05476595,0.051243085,0.04592644,0.03998537,0.07206302,0.039542668,0.038164336,0.041770693,0.068616994,0.05932397,0.051476173,0.038645685,0.0411092,0.052276567,0.038432304,0.060674153,0.052570295,0.046416234,0.07039389,0.03660306
325,0.05436226,0.05124204,0.046194382,0.03973669,0.07222424,0.040125545,0.03803307,0.04231849,0.06963852,0.058456562,0.052067008,0.03853032,0.04046036,0.052387808,0.03822752,0.060656227,0.05203076,0.046464745,0.06951809,0.037325356
326,0.05457573,0.052463733,0.045389827,0.04049887,0.07395272,0.039164364,0.038020242,0.042193893,0.06879124,0.057890892,0.051422246,0.03940806,0.04107863,0.051182788,0.037990954,0.060450166,0.052902807,0.046732157,0.06907611,0.03681452
327,0.055688262,0.051120672,0.04566613,0.039390698,0.07211339,0.04011248,0.03871864,0.041133385,0.068178765,0.059638552,0.05150684,0.038379524,0.04061671,0.052688405,0.038821403,0.059429333,0.052929368,0.046214785,0.071377814,0.036274806
328,0.058424335,0.048876144,0.045633554,0.036616597,0.070460185,0.04171904,0.040464573,0.039104473,0.06706596,0.06093114,0.0523305,0.03693288,0.040397312,0.054358877,0.03995291,0.057942342,0.053157657,0.046787243,0.072864816,0.03597947
329,0.05749813,0.04824508,0.04604214,0.036942713,0.06924272,0.041842163,0.040150374,0.03995417,0.06819784,0.060926873,0.052697375,0.03682877,0.039999638,0.05564058,0.039613362,0.0589286,0.051854637,0.04627539,0.07225283,0.036866684
330,0.05958747,0.04608826,0.04518245,0.035175372,0.07040337,0.04145518,0.041564915,0.03901665,0.067203954,0.061374784,0.05213173,0.036356963,0.041070964,0.05511581,0.040680315,0.05962099,0.05230757,0.046641838,0.07238096,0.036640503
331,0.05959784,0.046675865,0.045967244,0.034992374,0.06959494,0.04170732,0.041327182,0.03874767,0.06696188,0.061164755,0.052995753,0.03616702,0.040781274,0.05498889,0.040444307,0.05844135,0.052418225,0.047359645,0.07283293,0.036833525
332,0.060638674,0.047193542,0.046681385,0.03498354,0.06932125,0.04219732,0.041956186,0.039055336,0.06877751,0.060364675,0.052020814,0.03716204,0.039933275,0.054318465,0.041425385,0.054297622,0.054725174,0.04738573,0.07036744,0.037194766
333,0.060451638,0.047110364,0.04681584,0.034993753,0.069348484,0.042767014,0.041768532,0.038934514,0.068963915,0.060176432,0.052319765,0.036927905,0.039469566,0.054427512,0.041265402,0.054312106,0.054477055,0.0468045,0.07137274,0.037293047
334,0.06292362,0.04505832,0.048578568,0.03277728,0.06801759,0.04130874,0.042410214,0.03889999,0.06902104,0.060031552,0.052220114,0.0365347,0.040160157,0.05306623,0.04314398,0.05336539,0.056044996,0.049345873,0.06875975,0.038331833
335,0.062070686,0.044271287,0.04897532,0.032513257,0.068314366,0.040983044,0.042110413,0.039113853,0.068608224,0.05946945,0.05317708,0.036431685,0.040060468,0.05362299,0.04311353,0.05494725,0.05513213,0.04949226,0.068488136,0.039104566
336,0.061868116,0.045666993,0.04721405,0.032847818,0.07069057,0.042989127,0.042192917,0.03922305,0.06868709,0.057697725,0.053648233,0.036134604,0.038876675,0.054596648,0.041782957,0.05702734,0.053769615,0.048505794,0.069000304,0.037580404
337,0.06061987,0.045317706,0.046989806,0.0328193,0.07179205,0.043139316,0.04164268,0.039067958,0.068983495,0.05837525,0.053270657,0.03604736,0.039377585,0.054255996,0.042238515,0.05823921,0.053606033,0.047918867,0.06859847,0.03769986
338,0.062480316,0.046920434,0.046738856,0.034381267,0.071665384,0.044643953,0.042045876,0.040318202,0.068180464,0.054057207,0.05498645,0.035634246,0.03729,0.055856016,0.038399737,0.06001326,0.05116344,0.047544185,0.07136102,0.036319654
339,0.060733084,0.04924731,0.046707306,0.03648906,0.073848575,0.042954322,0.04122804,0.041921236,0.06788384,0.051692184,0.05506794,0.03718761,0.037668377,0.054392207,0.03679216,0.061230972,0.051068936,0.048297614,0.069339015,0.036250275
340,0.057167765,0.051162615,0.047877993,0.038911402,0.07750413,0.041525234,0.039384026,0.044709984,0.06937736,0.047114816,0.055413585,0.039068107,0.03783265,0.052246854,0.03492948,0.064548016,0.05016861,0.048507527,0.06604374,0.036506146
341,0.056415368,0.051238988,0.049014222,0.039031386,0.07729591,0.04154008,0.039291795,0.044436082,0.06938797,0.046355654,0.056165587,0.039396767,0.037936587,0.051977504,0.03457141,0.06413107,0.050260603,0.04834537,0.06637289,0.036834847
342,0.05551247,0.052902628,0.049521726,0.040505294,0.075826496,0.040773507,0.039125323,0.045297354,0.07098651,0.046637535,0.054829087,0.04029483,0.037637822,0.050680093,0.034330994,0.062041234,0.051687125,0.048035983,0.06643715,0.03693677
343,0.054381233,0.05383734,0.04898937,0.040794652,0.07641334,0.041388914,0.03895022,0.0451704,0.07037629,0.046346664,0.0557782,0.03994321,0.03756397,0.05109774,0.033457812,0.06337633,0.05036743,0.0477256,0.06733047,0.03671077
344,0.05472379,0.05418962,0.04946032,0.04019325,0.07640809,0.0411873,0.039185606,0.04471549,0.0698612,0.04631382,0.055681236,0.039872587,0.037526518,0.050599683,0.033940326,0.06278719,0.051097747,0.04778003,0.06803452,0.036441717
345,0.055053324,0.054098096,0.048841894,0.040109985,0.077209644,0.041156128,0.039311416,0.04482193,0.070302576,0.04623829,0.05506454,0.04008475,0.037537113,0.05028157,0.034266736,0.062561914,0.05157559,0.047836073,0.067605235,0.03604314
346,0.053924058,0.054446254,0.048841946,0.041318107,0.07671523,0.041860223,0.038829807,0.04522719,0.07046776,0.04655762,0.05560193,0.039668072,0.03764998,0.051169574,0.03312129,0.062383715,0.049718965,0.04760027,0.06869379,0.036204197
347,0.05394845,0.0542869,0.0491179,0.04153019,0.07615695,0.041794516,0.038730968,0.045167666,0.07027458,0.046687435,0.0558229,0.039615445,0.037704304,0.051468495,0.032877248,0.062487807,0.04945539,0.047631968,0.06868987,0.03655102
348,0.053457282,0.055791203,0.051181648,0.040648717,0.07463262,0.04179116,0.03909638,0.04446628,0.06987912,0.046847973,0.055839732,0.039482813,0.037212852,0.05148297,0.033330373,0.061835542,0.05023222,0.047764078,0.06812822,0.03689888
349,0.053903915,0.055405695,0.052491713,0.039976515,0.073387116,0.04096997,0.039148536,0.044715576,0.07083044,0.04685133,0.05517788,0.03971327,0.03731682,0.05080009,0.03409353,0.061276823,0.05139829,0.048601866,0.066485606,0.037454963
350,0.054646026,0.055355314,0.051824503,0.03989887,0.073937416,0.04123191,0.039703157,0.044489358,0.07030496,0.04743445,0.054585207,0.039763056,0.03706868,0.050465126,0.03482358,0.05946309,0.052523017,0.047853354,0.06803399,0.036594946
351,0.05485387,0.05514105,0.051040873,0.03988987,0.074735366,0.041261904,0.039752115,0.044565808,0.07030742,0.04727777,0.054522555,0.039865416,0.0370591,0.050328806,0.03490223,0.05971382,0.052597005,0.04772517,0.06814878,0.03631121
352,0.055092942,0.054887492,0.05209647,0.038908713,0.07391281,0.0406744,0.040014632,0.044978127,0.07141172,0.047095086,0.05394451,0.040206768,0.03710153,0.04935426,0.036018383,0.059033442,0.05421642,0.048341267,0.06617778,0.036533237
353,0.05473525,0.05512205,0.05141125,0.039013766,0.07452914,0.040891536,0.03990581,0.044913214,0.07111464,0.046739876,0.054449506,0.040164538,0.036966566,0.049641103,0.03556188,0.060330566,0.05359303,0.048135206,0.06628382,0.036497176
354,0.055106264,0.054450672,0.049659215,0.040594522,0.075810485,0.04155686,0.03950851,0.044353664,0.06952102,0.047062665,0.055011243,0.039882258,0.03695977,0.051149614,0.034236647,0.0610982,0.051762175,0.04703083,0.06905179,0.036193587
355,0.055653807,0.05361169,0.051658057,0.04036473,0.073249795,0.040541828,0.03938376,0.04493008,0.07083993,0.047596768,0.054268017,0.040004276,0.0373963,0.050576713,0.034806956,0.059629448,0.052689124,0.04818747,0.06734941,0.03726186
356,0.054693323,0.054891787,0.05022073,0.040908772,0.07451213,0.041746937,0.03952933,0.04413275,0.069352046,0.047377735,0.055132378,0.039683864,0.036800317,0.05171965,0.03385703,0.061022006,0.05160829,0.04701352,0.06938449,0.0364129
357,0.05393162,0.055123426,0.04932461,0.040902723,0.07639521,0.0419035,0.039106064,0.044630166,0.0698165,0.046533436,0.055646162,0.03967313,0.037162732,0.051377293,0.03337553,0.062477484,0.050277766,0.04729371,0.068847835,0.036201097
358,0.05440182,0.05461325,0.049655095,0.039273042,0.07678601,0.04107116,0.03940124,0.044520408,0.07017504,0.045478098,0.05551508,0.040061224,0.037047546,0.050333858,0.034539483,0.06393406,0.05203258,0.04786185,0.06707606,0.036223013
359,0.0543555,0.055096503,0.04970654,0.039013535,0.077155784,0.04106,0.039534103,0.04455225,0.07024058,0.045393478,0.055309568,0.04020334,0.036847223,0.05002444,0.034875482,0.06374926,0.05242291,0.047667023,0.06667088,0.036121547
360,0.05385769,0.055582743,0.049602617,0.03892531,0.077413246,0.04078211,0.039432768,0.04488548,0.07052772,0.045027006,0.055489957,0.040348865,0.037116013,0.049621504,0.034723002,0.06440503,0.052148715,0.048053116,0.06588644,0.036170747
361,0.054407828,0.055677373,0.04904045,0.03889767,0.077753894,0.040678766,0.039616268,0.044641886,0.07021965,0.045205705,0.05522752,0.040369403,0.037241906,0.04937223,0.034778956,0.06420364,0.052456837,0.04810284,0.06621296,0.03589415
362,0.05354859,0.055276066,0.050192967,0.03894081,0.07681085,0.04066766,0.03914515,0.044913024,0.070529155,0.04480064,0.05595589,0.04020072,0.0371914,0.049908116,0.03441651,0.065250464,0.05163137,0.048242707,0.06571778,0.036660094
