0,1
"[array([-0.15,  0.2 ,  0.8 , -0.2 ,  0.05, -0.71]), array([ 8.07,  8.94, 17.67, 11.27,  8.89, 15.46]), array([-1.21,  1.55,  6.5 , -1.6 ,  0.34, -5.61])]","[array([ 0.04, -0.36,  0.48,  0.79,  0.24, -0.01]), array([12.51,  6.79, 17.41, 12.78,  5.68, 10.17]), array([ 0.24, -2.84,  3.82,  6.46,  1.89, -0.08])]"
"[array([ 0.48,  0.67, -0.65, -0.07,  0.02, -0.31]), array([ 8.75, 10.06, 23.25, 10.64,  9.31, 16.72]), array([ 3.9 ,  5.44, -5.28, -0.63,  0.16, -2.53])]","[array([ 0.47, -0.36,  0.21,  0.46, -0.02,  0.15]), array([13.43,  7.18, 19.77, 11.9 ,  5.54,  9.51]), array([ 3.79, -2.88,  1.54,  3.67, -0.13,  1.15])]"
"[array([ 0.14,  0.25,  0.01, -0.04, -0.16, -0.74]), array([ 7.36,  8.56, 17.51,  9.65,  8.71, 16.14]), array([ 1.14,  1.97, -0.02, -0.34, -1.32, -5.84])]","[array([ 0.11,  0.04, -0.17,  0.34,  0.53, -0.48]), array([13.88,  6.77, 16.57, 11.54,  5.61,  9.58]), array([ 0.78,  0.33, -1.48,  2.66,  4.35, -3.81])]"
"[array([ 0.12,  0.58, -0.02, -0.12, -0.08, -0.53]), array([10.53,  8.06, 12.28, 10.02,  8.68, 17.03]), array([ 0.95,  4.75, -0.25, -0.97, -0.69, -4.24])]","[array([ 0.09, -0.11,  0.48,  0.51, -0.  ,  0.14]), array([12.29,  7.62, 24.45, 13.84,  4.58,  9.14]), array([ 0.69, -0.93,  3.68,  4.08, -0.03,  1.1 ])]"
"[array([ 0.49,  0.23,  0.56, -0.33, -0.12, -0.71]), array([ 7.84,  8.27, 12.88, 13.36,  8.15, 16.79]), array([ 4.01,  1.84,  4.51, -2.7 , -0.97, -5.64])]","[array([-0.19, -0.14,  1.14,  0.37, -0.23,  0.08]), array([10.57,  6.54, 28.18, 13.9 ,  5.57,  9.25]), array([-1.55, -1.13,  9.21,  2.9 , -1.8 ,  0.63])]"
