Measurment,Ret_ESG,Sha_ESG,Sor_ESG,Ste_ESG,Ret,Sha,Sor,Ste
Avg ESG,20.974821428393497,20.964631713914496,21.050223196783744,21.03223544555075,20.96098711448315,22.005045687714556,21.003765269384626,20.861040700517
Pearsons R,-0.04816446206158053,0.00781552338055503,0.06589563408098706,-0.002630450538256385,-0.07006548279676368,-0.5072428597255881,-0.031659468572476576,-0.03435082313039274
p value,0.3366364666041172,0.8761720098280362,0.18843660459043066,0.9581745477620338,0.16191987828163482,1.5340733665425241e-27,0.5278011825930056,0.49330060464142744
