0,1
"[0.05354883 0.03036533 0.05940507 0.04824982 0.00651599 0.06750181
 0.05266209 0.05438658 0.00886398 0.03116151 0.02565495 0.06412144
 0.04454804 0.05692561 0.03067915 0.0157223  0.03837087 0.00441542
 0.05726253 0.04370389 0.05245093 0.02452911 0.06716111 0.06179368]",0.002000000023283377
"[0.06776736 0.01694557 0.0406335  0.00381363 0.0134327  0.05946738
 0.06484023 0.084233   0.0283669  0.03225284 0.04088031 0.01649569
 0.01131118 0.04141566 0.0197551  0.05831512 0.03805917 0.07249434
 0.06096624 0.02719516 0.07245792 0.07006412 0.03373451 0.02510232]",0.604920713814705
"[0.06283905 0.01286736 0.01840604 0.00067786 0.07245407 0.06121446
 0.06492632 0.07188366 0.04225351 0.05236541 0.01287146 0.01054507
 0.06154151 0.04337499 0.05204269 0.07043534 0.05844008 0.05096942
 0.05148758 0.02798544 0.00283747 0.04020965 0.01975734 0.03761424]",0.4244461866280599
"[0.08251754 0.02262015 0.00563743 0.02720767 0.02838827 0.06400225
 0.05386074 0.07579695 0.06423403 0.0392945  0.07870954 0.016145
 0.00219608 0.00870694 0.06984662 0.04465999 0.01559375 0.04844719
 0.01472741 0.06732884 0.04313989 0.03684183 0.02915391 0.0609435 ]",0.24914561200841404
"[0.0284824  0.00689992 0.00928959 0.07572193 0.07152475 0.05508193
 0.02092966 0.07629492 0.06130436 0.0564346  0.03537437 0.02143124
 0.00758803 0.07105412 0.03587935 0.01593033 0.02408534 0.04559698
 0.0139158  0.06743388 0.05971172 0.05663713 0.03401497 0.04938263]",1.546343232719115
"[0.05375541 0.05980635 0.00777154 0.03826737 0.00382981 0.04546271
 0.03035762 0.01330078 0.00951633 0.05408181 0.01569992 0.08514018
 0.05347592 0.03192294 0.05438283 0.00209867 0.08821764 0.04438711
 0.07203629 0.00761377 0.04478789 0.04516049 0.08630957 0.05261699]",2.4239537146719203
"[0.04102218 0.02313024 0.02872648 0.04511002 0.03802642 0.00187243
 0.07158829 0.07764159 0.0121509  0.04800059 0.00940679 0.05824155
 0.02436554 0.05713107 0.06298538 0.06659409 0.00933446 0.07936145
 0.01994528 0.00324135 0.04807132 0.03213597 0.07189134 0.0700253 ]",2.7769073317017776
"[0.02392931 0.07189981 0.02195083 0.03886298 0.01931352 0.07062797
 0.01242027 0.00338867 0.03282969 0.07487843 0.06728037 0.05648526
 0.06721361 0.06741387 0.03914979 0.02383802 0.05825121 0.04992481
 0.02819387 0.00712786 0.05634806 0.01980362 0.07068604 0.01818213]",2.8292089987665334
"[0.01108333 0.07503792 0.01383944 0.01618543 0.05411593 0.07896079
 0.01773532 0.02801791 0.07018884 0.08774241 0.04520997 0.01299194
 0.00125825 0.02073475 0.01190171 0.06118315 0.01099978 0.04571455
 0.06268224 0.05246675 0.01803696 0.07260126 0.06459132 0.06671998]",3.302920976255911
"[0.01114683 0.01052561 0.07889184 0.03381516 0.02559654 0.04155546
 0.05637849 0.08127848 0.02436307 0.07865759 0.00211437 0.04722117
 0.05392139 0.00900688 0.01193628 0.03564687 0.08218078 0.05069512
 0.07935628 0.06841319 0.03975214 0.06674637 0.00151707 0.00928301]",4.012578152130692
"[0.06975339 0.06701081 0.01956465 0.04463672 0.05096479 0.07297521
 0.05072017 0.03469649 0.03146817 0.03581588 0.05482617 0.07295433
 0.03817187 0.02084284 0.01990286 0.0627384  0.0686719  0.00885369
 0.00559748 0.04999075 0.01229289 0.0693527  0.02609856 0.01209936]",4.649082863303462
"[0.11122154 0.01999054 0.03438439 0.01855121 0.01394723 0.00255395
 0.00668986 0.02109068 0.0064467  0.07138983 0.0822069  0.04753701
 0.03840239 0.06092941 0.10567049 0.10278741 0.00525029 0.02191876
 0.02859064 0.03011744 0.06898525 0.05027018 0.0059482  0.04511973]",5.564122976215953
"[0.03999809 0.0077645  0.06364977 0.00396824 0.07062855 0.0075691
 0.06442234 0.06893404 0.07480809 0.0612493  0.05952733 0.04906532
 0.05949058 0.01027552 0.04093857 0.0392703  0.06549128 0.03534317
 0.02940861 0.04884232 0.02034933 0.01067387 0.03649465 0.03183711]",6.67907893674462
"[0.01807829 0.02856768 0.02848068 0.02545711 0.02949677 0.05330468
 0.02307701 0.07375728 0.0712302  0.03738246 0.0255244  0.04162079
 0.0659609  0.05072737 0.06252754 0.04140994 0.0491984  0.02239911
 0.05712523 0.01573345 0.05400853 0.06690601 0.01026871 0.04775739]",6.063861113839241
"[0.00711648 0.05430888 0.00632304 0.07004099 0.01028291 0.07175774
 0.05993411 0.04442815 0.05856762 0.05950236 0.07079587 0.01896193
 0.04415829 0.007113   0.04611072 0.01281857 0.04227804 0.0428378
 0.03487197 0.03911111 0.05716816 0.05981142 0.03683025 0.04487054]",1.059520260688739
"[0.07594027 0.00976401 0.00954954 0.00715248 0.05364731 0.03413659
 0.06314421 0.05473744 0.02720742 0.07325982 0.06218283 0.02206153
 0.02969906 0.02564189 0.01285289 0.01205141 0.07633914 0.03571011
 0.03125889 0.05950427 0.04509537 0.07634016 0.06363188 0.03909153]",0.9423769046839449
"[0.02760885 0.07237699 0.05265322 0.06977741 0.00869131 0.06239316
 0.04673425 0.00894389 0.04315323 0.05033043 0.0009025  0.03332771
 0.06054938 0.02166685 0.03363802 0.03244713 0.02214869 0.06737475
 0.05731391 0.00811251 0.07314014 0.06449606 0.02082686 0.06139278]",0.8484232642973711
"[0.00924563 0.08680126 0.05783406 0.05648224 0.0078574  0.0779334
 0.00251945 0.02092291 0.0124256  0.06748486 0.01721979 0.07911538
 0.05701602 0.00314178 0.00047174 0.00448799 0.0526422  0.06963197
 0.02072524 0.07379583 0.00497226 0.06958698 0.08060598 0.06708004]",1.0357212848132284
"[0.06321054 0.07587396 0.00363545 0.01827013 0.01131107 0.04568218
 0.0674722  0.0570437  0.07706469 0.01405358 0.06651542 0.01747872
 0.02451554 0.0642775  0.08875151 0.05537151 0.00493467 0.05580299
 0.00383458 0.08005396 0.06424795 0.01567566 0.00830477 0.0166178 ]",-0.06090459440485722
